image_path,selection_order,distance_at_selection
datasets/train_on_2025_all\images\frame_00016_jpg.rf.a20e9d66cb8f93c989333e18c5a89d4d.jpg,81,0.3826452157163914
datasets/train_on_2025_all\val\images\GX010666_MP4-0234_jpg.rf.512cd6f4c812e27f7e44b0e21dfc2e13.jpg,82,0.3824723448383965
datasets/train_on_2025_all\images\frame_00054_jpg.rf.fb1001c54ecce03c91bffd8cca4417d3.jpg,83,0.38199208430853526
datasets/train_on_2025_all\images\GX010666_MP4-0148_jpg.rf.1f3d0a8d65f5f6fd85bcc1a979937f64.jpg,84,0.38110176406158275
datasets/train_on_2025_all\images\GX010666_MP4-0024_jpg.rf.51fb474a33f0d38e9df83cc997d1e071.jpg,85,0.3805700301510765
datasets/train_on_2025_all\images\frame_00083_jpg.rf.177135d23af9ed1b0dd194b4cebfea02.jpg,86,0.3793805850706838
datasets/train_on_2025_all\images\GX010664_MP4-0097_jpg.rf.4103e3b90cbbadd996a4ab1247c57bc9.jpg,87,0.3790812402325815
datasets/train_on_2025_all\images\frame_00039_jpg.rf.2cd947d5f76f8209b6f8eb0b7a22dca6.jpg,88,0.3785869027450947
datasets/train_on_2025_all\val\images\frame_00112_jpg.rf.c15a7c31771b10308570f6a149db3b4a.jpg,89,0.3777059929216519
datasets/train_on_2025_all\images\frame_00081_jpg.rf.1c444e2c1adb09a3da6657ae99710a30.jpg,90,0.37711621895532704
datasets/train_on_2025_all\images\frame_00099_jpg.rf.60ce93cee441f877c9966a4603162389.jpg,91,0.3765127815351753
datasets/train_on_2025_all\val\images\frame_00111_jpg.rf.ec03d204ba8552d72cc6dc61c7dcd1c7.jpg,92,0.37588426793705937
datasets/train_on_2025_all\val\images\GX010666_MP4-0226_jpg.rf.a25b817a88b60d64dd234311037c60e7.jpg,93,0.3755497045093423
datasets/train_on_2025_all\images\frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,94,0.3755307004929573
datasets/train_on_2025_all\images\frame_00015_jpg.rf.0abf8e298d11a6e3bf029d71a9ba5b09.jpg,95,0.3753022162512536
datasets/train_on_2025_all\images\frame_00031_jpg.rf.26a51fca9a69d1ca2567c63b8a6a6043.jpg,96,0.3752446257897689
datasets/train_on_2025_all\images\GX010666_MP4-0191_jpg.rf.8c7275c9f2b3b5af70d8be286fd0d919.jpg,97,0.37393966565123155
datasets/train_on_2025_all\images\frame_00010_jpg.rf.c62e1ed29eb686641fd6c490c38af66d.jpg,98,0.37387293515025993
datasets/train_on_2025_all\val\images\frame_00014_jpg.rf.1a317d65cf64a09942edac87f4f0346d.jpg,99,0.373549662034365
datasets/train_on_2025_all\images\frame_00066_jpg.rf.decdb418c3d75c21af81ce42b7118e38.jpg,100,0.37300835767439916
datasets/train_on_2025_all\images\GX010666_MP4-0108_jpg.rf.d032f0a7adbfec6a6e9f7c8b42768add.jpg,101,0.37257180094774384
datasets/train_on_2025_all\images\frame_00085_jpg.rf.6cbf5cf3e20e7c34b749020a3e1b984d.jpg,102,0.3715370178881578
datasets/train_on_2025_all\images\frame_00108_jpg.rf.1d8904494a39ab8da2036eaa669c3334.jpg,103,0.37137116891575606
datasets/train_on_2025_all\images\frame_00066_jpg.rf.5486a3b1401cac03636500a0223be999.jpg,104,0.3708446016546265
datasets/train_on_2025_all\images\frame_00059_jpg.rf.331402a994e17271e3bd52aeb631d739.jpg,105,0.37012422737969825
datasets/train_on_2025_all\images\GX010666_MP4-0317_jpg.rf.6524315a2715afc69b2e4f52f3a4292f.jpg,106,0.3685768982529112
datasets/train_on_2025_all\images\frame_00126_jpg.rf.3a70037005327d7afe871880af6be7ad.jpg,107,0.36796787146567045
datasets/train_on_2025_all\images\frame_00138_jpg.rf.2b94f2c3eb36c00ab23061d193c22385.jpg,108,0.3668566765501151
datasets/train_on_2025_all\images\frame_00210_jpg.rf.bb206c1c559e0a4a8438cbc3f723d3bb.jpg,109,0.3663148883971358
datasets/train_on_2025_all\images\frame_00043_jpg.rf.ab79ff923ef5f37b290c89692d30e438.jpg,110,0.3657184010168835
datasets/train_on_2025_all\val\images\GX010668_MP4-0027_jpg.rf.c07a97e29f9613f888b1ab3bd09592de.jpg,111,0.3656457735981159
datasets/train_on_2025_all\images\frame_00156_jpg.rf.eb22bd8e5f342ca1c241ea75bd8ef2ee.jpg,112,0.36552432268854723
datasets/train_on_2025_all\images\frame_00090_jpg.rf.2e9bd3cf5ffe63d39a534acebd42c7ec.jpg,113,0.3652755091259263
datasets/train_on_2025_all\images\GX010666_MP4-0319_jpg.rf.803a84abbf558f58979df026c91e4275.jpg,114,0.3651116463095077
datasets/train_on_2025_all\images\frame_00148_jpg.rf.9dd51a3eaee9e9d2563ae68cabb489b6.jpg,115,0.3647046318662509
datasets/train_on_2025_all\val\images\frame_00072_jpg.rf.6dc3d1d7f0e02edf7082ca2c995c40bc.jpg,116,0.3646285373998006
datasets/train_on_2025_all\images\frame_00110_jpg.rf.5f43c88ab3e12becc187577e72c56d42.jpg,117,0.36432741327610824
datasets/train_on_2025_all\images\GX010666_MP4-0178_jpg.rf.d552a067f5d78ef0949e2259b0a93d21.jpg,118,0.36318933163834166
datasets/train_on_2025_all\images\frame_00049_jpg.rf.9999d6782fc24d06814790c744f353f6.jpg,119,0.36302749013895147
datasets/train_on_2025_all\images\frame_00044_jpg.rf.bbea3e064d3bdf147c1ce2477b8a057f.jpg,120,0.36231436552391943
datasets/train_on_2025_all\images\frame_00044_jpg.rf.0806309ec042a542cf5927b5b894781d.jpg,121,0.36180469730051285
datasets/train_on_2025_all\val\images\GX010666_MP4-0046_jpg.rf.9fac1ab194c2816c72893bc39ba863ce.jpg,122,0.36171183304560195
datasets/train_on_2025_all\val\images\GX010664_MP4-0078_jpg.rf.d52997ac14b6f99a294c925411fa7f87.jpg,123,0.3614333319263186
datasets/train_on_2025_all\images\frame_00216_jpg.rf.29e85c8a6739eb8e3c097d056242f6e1.jpg,124,0.36096152562145084
datasets/train_on_2025_all\images\GX010666_MP4-0242_jpg.rf.fcec15f1c899b21cf8d01d84f7fc36ad.jpg,125,0.36050302988635363
datasets/train_on_2025_all\val\images\frame_00131_jpg.rf.f1e87553a95e6a41f499fe8e02700a7d.jpg,126,0.36024920139447586
datasets/train_on_2025_all\val\images\GX010666_MP4-0223_jpg.rf.d7c54bf2e57e48b11a197876b7734c3e.jpg,127,0.3601727990326222
datasets/train_on_2025_all\images\frame_00074_jpg.rf.4f8236ced638522b54875eeae2f78fec.jpg,128,0.3596143889557308
datasets/train_on_2025_all\images\frame_00138_jpg.rf.df1dc8b2093db768918f09d7b2682aea.jpg,129,0.3594221124980518
datasets/train_on_2025_all\val\images\frame_00089_jpg.rf.8b995120cac38df1876a44df4065cfce.jpg,130,0.3590411022259558
datasets/train_on_2025_all\val\images\frame_00101_jpg.rf.6bca36fd4a9bdddcc7a9d67bfd7c08b4.jpg,131,0.3587511924547767
datasets/train_on_2025_all\val\images\frame_00161_jpg.rf.bf95f0229bf0b1b52c72288fbfa0b83b.jpg,132,0.35813555207959236
datasets/train_on_2025_all\images\frame_00057_jpg.rf.9aeabafb11518acae27347d5f65343de.jpg,133,0.35803002658499344
datasets/train_on_2025_all\val\images\frame_00092_jpg.rf.e6af5053face84555e7bc2f278b1e0ed.jpg,134,0.3569709462835328
datasets/train_on_2025_all\images\frame_00176_jpg.rf.d168c951ef8524eff79ca36a31480391.jpg,135,0.35669949101904586
datasets/train_on_2025_all\images\frame_00079_jpg.rf.443812f2743be40c22174526960aba3d.jpg,136,0.3566646588647351
datasets/train_on_2025_all\images\frame_00031_jpg.rf.5cd00e1d69a0ea6e1eefdf7614bc210e.jpg,137,0.3561707967977465
datasets/train_on_2025_all\images\GX010666_MP4-0004_jpg.rf.9ae19c7f99db4502a95b9fc1ed8e6937.jpg,138,0.35588171210126995
datasets/train_on_2025_all\images\frame_00088_jpg.rf.ebecc63fddba84b66d9fb72b958e09e4.jpg,139,0.3554841252400715
datasets/train_on_2025_all\images\frame_00108_jpg.rf.80c727a9f296bc0dfa8a2a786434d315.jpg,140,0.35508905025333787
datasets/train_on_2025_all\images\frame_00005_jpg.rf.c42ac8118f9093bec750f88f7f25b84a.jpg,141,0.3550839703315789
datasets/train_on_2025_all\images\frame_00013_jpg.rf.9424091660d3d8faeac807af68bea7d1.jpg,142,0.35488890709477156
datasets/train_on_2025_all\val\images\GX010666_MP4-0298_jpg.rf.74220b730d27a8600ee515215f338a79.jpg,143,0.3546838555577526
datasets/train_on_2025_all\images\frame_00054_jpg.rf.f42679ee50b530d37c29aea222eb2f17.jpg,144,0.35424893483686787
datasets/train_on_2025_all\val\images\GX010666_MP4-0339_jpg.rf.a2492f0d39928a079bb676992db81e9e.jpg,145,0.3540998702317291
datasets/train_on_2025_all\images\frame_00022_jpg.rf.00a3e8a8c59d115c010980eecbcbc981.jpg,146,0.35256218112885146
datasets/train_on_2025_all\images\frame_00095_jpg.rf.9f2b780fde5897e80b47d2037bbe3061.jpg,147,0.35237660302406787
datasets/train_on_2025_all\images\frame_00004_jpg.rf.d1eb9dec04905336e1852cb870754a62.jpg,148,0.35221793958248115
datasets/train_on_2025_all\images\frame_00015_jpg.rf.fa289b06dc941edd53d81c24834b273a.jpg,149,0.3519067214949451
datasets/train_on_2025_all\val\images\frame_00065_jpg.rf.c9ba95450169526523b8b8c7ce85b709.jpg,150,0.3518037282667569
datasets/train_on_2025_all\images\frame_00062_jpg.rf.edb5b169662cbdf04068e27e9392f83a.jpg,151,0.35161316350906685
datasets/train_on_2025_all\images\GX010664_MP4-0062_jpg.rf.c8e617920df78f9cba28e4d6fdf8c8c6.jpg,152,0.35157519081194205
datasets/train_on_2025_all\images\frame_00153_jpg.rf.0cf4dd0629bd4aa23e9e8264e941b647.jpg,153,0.35145700739207547
datasets/train_on_2025_all\images\frame_00137_jpg.rf.eb9b7bb2f8d7b87285335e31910d68fb.jpg,154,0.35140134272398704
datasets/train_on_2025_all\val\images\frame_00075_jpg.rf.d4c2eab44df094bd3b78f8ec0bbf96fb.jpg,155,0.35129089311751427
datasets/train_on_2025_all\val\images\GX010665_MP4-0266_jpg.rf.30531deb56d9820db76446a5ca7f2348.jpg,156,0.3509128924747794
datasets/train_on_2025_all\images\frame_00065_jpg.rf.99083a68d4c43a665065efe457626ac6.jpg,157,0.35060977596490117
datasets/train_on_2025_all\images\frame_00025_jpg.rf.125fbb836524e40971a7bb6c38bd365f.jpg,158,0.35012362565723715
datasets/train_on_2025_all\images\frame_00013_jpg.rf.f414092ae4a557ccedf5dae2401a0476.jpg,159,0.34975954718171276
datasets/train_on_2025_all\images\GX010665_MP4-0247_jpg.rf.3a3b932b5f4547b5d41018f8c8fb028b.jpg,160,0.34935708466786064
datasets/train_on_2025_all\images\frame_00075_jpg.rf.a62d166cf4e2df0444f73c8a8a6c32c0.jpg,161,0.3491093999587688
datasets/train_on_2025_all\images\frame_00226_jpg.rf.7e99009c299e642848fdc908a0c226fb.jpg,162,0.348798551160849
datasets/train_on_2025_all\images\GX010668_MP4-0044_jpg.rf.d861e37d767ab8c44714b949e7516e04.jpg,163,0.34837337955682
datasets/train_on_2025_all\val\images\frame_00044_jpg.rf.61ac60a97dd0dd8afad158554d190d8d.jpg,164,0.34799162932188127
datasets/train_on_2025_all\val\images\frame_00013_jpg.rf.de154efb15418cdd924e3d5402fe9577.jpg,165,0.3478092907029912
datasets/train_on_2025_all\images\frame_00196_jpg.rf.1a4f9d6c0acc7ade63b282863f0b46df.jpg,166,0.3477271421584893
datasets/train_on_2025_all\images\GX010665_MP4-0092_jpg.rf.80cba303c613e470c43e05cbd62e66f7.jpg,167,0.34771346763904754
datasets/train_on_2025_all\images\GX010666_MP4-0259_jpg.rf.9d5287ab3b91132861e8a633787c7ede.jpg,168,0.3473693025955653
datasets/train_on_2025_all\images\frame_00083_jpg.rf.fd9106caad80a1970676db79de8abb5f.jpg,169,0.3469933869133575
datasets/train_on_2025_all\images\frame_00066_jpg.rf.614efc16a5637063a474e0c46fdafe6e.jpg,170,0.34697819919004613
datasets/train_on_2025_all\images\frame_00029_jpg.rf.5542ce159e6b93a4d785b34cc6873008.jpg,171,0.3469112597219162
datasets/train_on_2025_all\images\frame_00104_jpg.rf.8b3a462cac5c6f9f0aa05a23dbfe9ac3.jpg,172,0.34659191057823974
datasets/train_on_2025_all\images\frame_00097_jpg.rf.016efc57307cad84a5680d4e27eb89e4.jpg,173,0.3461373928309697
datasets/train_on_2025_all\images\frame_00162_jpg.rf.a0b8fc0b959c1be41342a34599accc46.jpg,174,0.3460364929342674
datasets/train_on_2025_all\images\frame_00192_jpg.rf.6a7a5f74808714effb6bee4c2105755d.jpg,175,0.3459403739786099
datasets/train_on_2025_all\val\images\frame_00019_jpg.rf.697fb0f2f68c51f5bae3d7953d08b57a.jpg,176,0.34530960295741775
datasets/train_on_2025_all\images\frame_00040_jpg.rf.b2b95b1f65a38a9ddd877368e4224e62.jpg,177,0.3451797306246766
datasets/train_on_2025_all\val\images\GX010667_MP4-0036_jpg.rf.d3f607829b588e71aefe13e9983d415e.jpg,178,0.3451192357015366
datasets/train_on_2025_all\images\GX010666_MP4-0188_jpg.rf.c8627dca2b0b9385c8faac662932d8d7.jpg,179,0.34482745227559214
datasets/train_on_2025_all\images\frame_00094_jpg.rf.8debf0d6c0ccea18413edfc566bd0438.jpg,180,0.34427303727676306
datasets/train_on_2025_all\val\images\frame_00106_jpg.rf.aebd6c0306e492303281181f8a036be8.jpg,181,0.3441389867444053
datasets/train_on_2025_all\images\frame_00137_jpg.rf.ccbf7b0ddfb4a4a5ec4c0599de51b6b7.jpg,182,0.3438733463152844
datasets/train_on_2025_all\images\frame_00030_jpg.rf.b8d808c0921d058f8023f0decd435751.jpg,183,0.34360259324674525
datasets/train_on_2025_all\images\frame_00007_jpg.rf.3190f604ce8917bc6c8ad412b5d8e100.jpg,184,0.3417139567335369
datasets/train_on_2025_all\val\images\frame_00025_jpg.rf.047c08acd90f273eabff6c6289aaf987.jpg,185,0.34111356371225293
datasets/train_on_2025_all\val\images\frame_00069_jpg.rf.106a34bc13902751dc3cf219e9618052.jpg,186,0.3401858869707704
datasets/train_on_2025_all\images\GX010666_MP4-0062_jpg.rf.80601f24b4ab955914311dc6270bf95a.jpg,187,0.3393219133336916
datasets/train_on_2025_all\images\GX010668_MP4-0008_jpg.rf.bfe335ef5e8e8ab498cacce29a552436.jpg,188,0.339017450265052
datasets/train_on_2025_all\images\frame_00080_jpg.rf.469aa433cf7ed4698986d8666b8dd077.jpg,189,0.3383505598132316
datasets/train_on_2025_all\images\GX010667_MP4-0040_jpg.rf.a96c0492d44d3d29bab4213056d28a7d.jpg,190,0.3376110868995235
datasets/train_on_2025_all\val\images\GX010666_MP4-0239_jpg.rf.94a918d542bf392fe5b479effd8d77fc.jpg,191,0.33732139233946595
datasets/train_on_2025_all\images\GX010666_MP4-0124_jpg.rf.0b236bafc24dbef9a26048c9eb207d65.jpg,192,0.33694063428084237
datasets/train_on_2025_all\images\frame_00016_jpg.rf.5336e29a50b604c268497c652a73d85f.jpg,193,0.33634934799817795
datasets/train_on_2025_all\images\frame_00077_jpg.rf.d586fbcfeb7a030f214bbca12e36d4c8.jpg,194,0.3362394858898719
datasets/train_on_2025_all\images\frame_00116_jpg.rf.a2e48d3137969be32af15ae91eac0b8f.jpg,195,0.33597077257148855
datasets/train_on_2025_all\images\frame_00011_jpg.rf.fef6407c8d34aa751464d063276fd291.jpg,196,0.3356776965711497
datasets/train_on_2025_all\val\images\GX010666_MP4-0025_jpg.rf.ad479c01afb6d4374a9c9120e587980f.jpg,197,0.3355642191194249
datasets/train_on_2025_all\images\frame_00184_jpg.rf.8479f2880eabb2b28feed70c5dcb9233.jpg,198,0.33505409729421787
datasets/train_on_2025_all\images\frame_00031_jpg.rf.1a9c578210535bcad9022614c812533a.jpg,199,0.3349877176690705
datasets/train_on_2025_all\val\images\frame_00082_jpg.rf.5d9e33906fe0b5057e57cff10c44573d.jpg,200,0.3341468088800394
datasets/train_on_2025_all\images\frame_00169_jpg.rf.971be5f8df0bce3af2f3983d77ea7305.jpg,201,0.33410129154769
datasets/train_on_2025_all\images\frame_00014_jpg.rf.c4e6a8b6f4bd3f38ea22abe07ec20dce.jpg,202,0.3340682846180489
datasets/train_on_2025_all\images\frame_00099_jpg.rf.8a52471f628284602b00a531a9649369.jpg,203,0.3340117855710008
datasets/train_on_2025_all\images\frame_00009_jpg.rf.3c5231dd711265c35729c5f88b56f813.jpg,204,0.33367400144240256
datasets/train_on_2025_all\val\images\frame_00141_jpg.rf.e8b31ef1bed263008e9f267fdf0573eb.jpg,205,0.3336442260763615
datasets/train_on_2025_all\images\frame_00178_jpg.rf.c5f08b2e6e175a9354129b147032e398.jpg,206,0.3336370581115709
datasets/train_on_2025_all\images\frame_00158_jpg.rf.c78563df56b77b704dd0b8bad1203d83.jpg,207,0.33343777638481986
