image_path,split
datasets\train_on_2025_all\val\images\frame_00084_jpg.rf.2239c259729b12d63cfc1e666dab56f4.jpg,val
datasets\train_on_2025_all\val\images\frame_00085_jpg.rf.6fcff5ca456d3ab4362957992f3b89c8.jpg,val
datasets\train_on_2025_all\val\images\frame_00092_jpg.rf.e6af5053face84555e7bc2f278b1e0ed.jpg,val
datasets\train_on_2025_all\val\images\frame_00094_jpg.rf.5ef55d1da6c1b1d50fdabfa4631d4a71.jpg,val
datasets\train_on_2025_all\val\images\frame_00103_jpg.rf.dcfa70e447e8251d8853370424fd173b.jpg,val
datasets\train_on_2025_all\val\images\frame_00109_jpg.rf.8e9a9d0d60350a9ed2f9c591df835ec6.jpg,val
datasets\train_on_2025_all\val\images\frame_00112_jpg.rf.02bfea7e645a79d58628a4f75a5a30bf.jpg,val
datasets\train_on_2025_all\val\images\frame_00113_jpg.rf.334176fe73e3c94e030f396e71e5135e.jpg,val
datasets\train_on_2025_all\val\images\frame_00113_jpg.rf.e2c1539fd451ce3387e479f2344ceb82.jpg,val
datasets\train_on_2025_all\val\images\frame_00115_jpg.rf.b695a2c5c9fe0f34530f88d4c7608c41.jpg,val
datasets\train_on_2025_all\val\images\frame_00121_jpg.rf.8a9e244fc34382b707f3c5c5eecf2876.jpg,val
datasets\train_on_2025_all\val\images\frame_00128_jpg.rf.6d859548e6535524fea3d6eae218760d.jpg,val
datasets\train_on_2025_all\val\images\frame_00133_jpg.rf.d006fda658276b0b0e3b9fc97d149fd0.jpg,val
datasets\train_on_2025_all\val\images\frame_00137_jpg.rf.e485a257a4bacb1337ecafb6483895d1.jpg,val
datasets\train_on_2025_all\val\images\frame_00138_jpg.rf.264629fcdb2c71d636e717f4e765cdfc.jpg,val
datasets\train_on_2025_all\val\images\frame_00144_jpg.rf.af91a91769839410c716c6b7bd5213d7.jpg,val
datasets\train_on_2025_all\val\images\frame_00145_jpg.rf.d13337ee7253362aa896f68b52d82071.jpg,val
datasets\train_on_2025_all\val\images\frame_00153_jpg.rf.06ab50cc7b88ee13cb64a262e3e52a36.jpg,val
datasets\train_on_2025_all\val\images\frame_00155_jpg.rf.e3735b412f353990b93a74eb9ca0a192.jpg,val
datasets\train_on_2025_all\val\images\frame_00161_jpg.rf.bf95f0229bf0b1b52c72288fbfa0b83b.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0031_jpg.rf.eabdd5989b451952b5a892e6e1e39e22.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0035_jpg.rf.8b7690fde7b76921c471e4a81bfcfcd6.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0052_jpg.rf.169be3f087e1756ed6297a8615b1b5c5.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0067_jpg.rf.4ed44c5ef2ddb2cfd2635afcebf806d6.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0070_jpg.rf.6351d87aaf52b0e77484587ce9af6e0c.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0096_jpg.rf.05009caaf0239f32d5ac0c588f4d0eb8.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0024_jpg.rf.2b2ea2848e3d1c6db7507d149117bc90.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0088_jpg.rf.d0e1067ed340a5059ccf59a73d7366c1.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0119_jpg.rf.e3eaac99fb068f4060bcebb448f12c67.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0129_jpg.rf.a37ee8b684a75dfd36727883aaabc20d.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0130_jpg.rf.728bc198506fc41018b6b7e40531ce85.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0265_jpg.rf.3c765632abf55afdd01d74c0dfc04471.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0266_jpg.rf.9f70e2c0d67e65e9c567d5ee87415e96.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0018_jpg.rf.913f106d230da3ae0800fedec745076b.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0046_jpg.rf.9fac1ab194c2816c72893bc39ba863ce.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0057_jpg.rf.e3d9d5cd472a148fe152d7551250502f.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0100_jpg.rf.5a9f4dd5352981381c01e83771693578.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0127_jpg.rf.4062ef24e39372e1b6ef8da2813d6a13.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0137_jpg.rf.ddb399f51b65857ff4ccae7f6021c9c4.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0141_jpg.rf.b6ec00f4cec5d09a231beda5a9b57eef.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0143_jpg.rf.c7d88373fc455d3464b259e5bb8908bb.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0157_jpg.rf.e7bb421fdf0c7af80746a147557794cc.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0158_jpg.rf.6edef0b1b957b68aea0d7a0a92c35db8.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0239_jpg.rf.94a918d542bf392fe5b479effd8d77fc.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0300_jpg.rf.cceaba67c1f209e9dc30a63cfba41765.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0301_jpg.rf.65ba8183e454ae6c47a2e070489f4439.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0335_jpg.rf.6cc1cae6519a45454a439a2b5e3db98b.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0339_jpg.rf.a2492f0d39928a079bb676992db81e9e.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0343_jpg.rf.627ce48e8c29330a85285aff925433e7.jpg,val
datasets\train_on_2025_all\images\frame_00006_jpg.rf.a35b0490b87b7416423c3d938a181032.jpg,train
datasets\train_on_2025_all\images\frame_00008_jpg.rf.6a4027daa752b930212f9a9b54e77b10.jpg,train
datasets\train_on_2025_all\images\frame_00009_jpg.rf.705ce6e6d191da051f21cdb82d999e49.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.a1b920fbd47c25211c628be795daf4b3.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.d9527b21a602532451cfcef3b38f5782.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.319a0513adcc6c335d9ab4228ba24610.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.7fd42a37e2e335130df78ddea7ce7837.jpg,train
datasets\train_on_2025_all\images\frame_00014_jpg.rf.09f752e73efd453fd40d0525874a4a7e.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.0006f06b9938f0a50d749b7edc17ac5b.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.b9ad6a710c349e2fca2f47b535a1b2f8.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.d34909c5df4e3b53c5709a9edff0138d.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.335d4bb6e3dadde88a38036d7e42b395.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.57a81ca25f6d90da0e6b71379228331f.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.b980c2cc7dfe6781f06df891a2432cb9.jpg,train
datasets\train_on_2025_all\images\frame_00022_jpg.rf.00a3e8a8c59d115c010980eecbcbc981.jpg,train
datasets\train_on_2025_all\images\frame_00023_jpg.rf.7e6ce5e0e460132de146b42a5f13bb0f.jpg,train
datasets\train_on_2025_all\images\frame_00024_jpg.rf.1ce1665d30deba75c8fb1833770c2e52.jpg,train
datasets\train_on_2025_all\images\frame_00024_jpg.rf.52d2c3122664af4a78296563cc100a2f.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.55c13eb61f1fb77ca94bd7d550e6329a.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.8707b2fd09fedd194f9e5cfb5fc787cc.jpg,train
datasets\train_on_2025_all\images\frame_00026_jpg.rf.6af6b8cd41175cebe9e5f4e4d3062d1c.jpg,train
datasets\train_on_2025_all\images\frame_00027_jpg.rf.9588b5e343899cd273aa55b75f0032ad.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.867a66856532e392d2982a736618bdbb.jpg,train
datasets\train_on_2025_all\images\frame_00029_jpg.rf.c07a67defc6f671101a164d0926a5275.jpg,train
datasets\train_on_2025_all\images\frame_00029_jpg.rf.f90bd29d1e14571a907a0fc4492e30d4.jpg,train
datasets\train_on_2025_all\images\frame_00029_jpg.rf.fc6202d6a38102cc66b9bf9572ce4139.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.61b1899f49b3fef74c26b165c45465d2.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.6a7ad79e4239b6fdc8d9cf33bbcf7f36.jpg,train
datasets\train_on_2025_all\images\frame_00032_jpg.rf.3181ea2b9750661423687ee54ea51b15.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.3916df3707323fcf1ee259cc35dce2b8.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.5355868fab7778fbc4447b5d18b5d1b1.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.f0c9ebdde28c6480709f048aeea72e82.jpg,train
datasets\train_on_2025_all\images\frame_00035_jpg.rf.006b9574c416e1d41e2ad67917225bd5.jpg,train
datasets\train_on_2025_all\images\frame_00035_jpg.rf.b1c2cb20639c26b9b36936b53e6b319e.jpg,train
datasets\train_on_2025_all\images\frame_00035_jpg.rf.bf87576025cab309ec4a73161ec88ea8.jpg,train
datasets\train_on_2025_all\images\frame_00036_jpg.rf.f5cf6451990ded725a81ba555ce060d3.jpg,train
datasets\train_on_2025_all\images\frame_00037_jpg.rf.8f7bc436b329f03f41210d2b801bba91.jpg,train
datasets\train_on_2025_all\images\frame_00037_jpg.rf.d82c670ade8d07b5991a6ad7c137ba91.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.17949edba82e4343214f1f921b2e9dae.jpg,train
datasets\train_on_2025_all\images\frame_00039_jpg.rf.b136d98d2c8e6b2d8d7ee041817d3c5e.jpg,train
datasets\train_on_2025_all\images\frame_00040_jpg.rf.8fed732a81bf55fec57cc275f7a63c00.jpg,train
datasets\train_on_2025_all\images\frame_00041_jpg.rf.48c59799adf4199e3cb95eea3a36efbe.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.27fedaf370ec027f1c1a3c1d34e1abd8.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.f970c8abd9ab5d5ce4fc2f4763c61ab1.jpg,train
datasets\train_on_2025_all\images\frame_00047_jpg.rf.51bd6fcfac209707abb864dfa1e1c203.jpg,train
datasets\train_on_2025_all\images\frame_00049_jpg.rf.9999d6782fc24d06814790c744f353f6.jpg,train
datasets\train_on_2025_all\images\frame_00051_jpg.rf.0547a45e5ccd2b55e42429352271e1a0.jpg,train
datasets\train_on_2025_all\images\frame_00054_jpg.rf.9db3c1d64293a2cf858aa5cb04880e00.jpg,train
datasets\train_on_2025_all\images\frame_00055_jpg.rf.224790855ca0e94d42245bad0444e0a1.jpg,train
datasets\train_on_2025_all\images\frame_00056_jpg.rf.bfde35abefc2c6cac9dc1006b37dab24.jpg,train
datasets\train_on_2025_all\images\frame_00057_jpg.rf.cc1c2e027a91077df85893fbe8df9ff1.jpg,train
datasets\train_on_2025_all\images\frame_00058_jpg.rf.04a8d30f87839b1f4021ac1f50946cce.jpg,train
datasets\train_on_2025_all\images\frame_00058_jpg.rf.1e183b2d76399b34775154aa2605973c.jpg,train
datasets\train_on_2025_all\images\frame_00058_jpg.rf.cf3ee9db438b69bd4e090f57ada788d1.jpg,train
datasets\train_on_2025_all\images\frame_00060_jpg.rf.a09ca859ee17e87b1d8d4b87e3e1545f.jpg,train
datasets\train_on_2025_all\images\frame_00061_jpg.rf.78791ebade3bd58f38237fef2466f03b.jpg,train
datasets\train_on_2025_all\images\frame_00062_jpg.rf.edb5b169662cbdf04068e27e9392f83a.jpg,train
datasets\train_on_2025_all\images\frame_00063_jpg.rf.366097e88b3271b65651a791386f122d.jpg,train
datasets\train_on_2025_all\images\frame_00065_jpg.rf.202f5a0737ed5198f70fe96c914ac673.jpg,train
datasets\train_on_2025_all\images\frame_00065_jpg.rf.887a8341a26f4a53e6785537d08e9941.jpg,train
datasets\train_on_2025_all\images\frame_00065_jpg.rf.ad2df89dd180dbf0babe19215a112e7b.jpg,train
datasets\train_on_2025_all\images\frame_00066_jpg.rf.98e2674dc8653490a16dea24809c7b36.jpg,train
datasets\train_on_2025_all\images\frame_00067_jpg.rf.0cb0290ec731d4050f187d074cd3b57e.jpg,train
datasets\train_on_2025_all\images\frame_00068_jpg.rf.a67bab7791e286797ba38ec753e2c5a3.jpg,train
datasets\train_on_2025_all\images\frame_00072_jpg.rf.7db4723d97381727e2fa72d061b02cd2.jpg,train
datasets\train_on_2025_all\images\frame_00072_jpg.rf.e1d3ee74d12a57ea4f3a616c6427caa5.jpg,train
datasets\train_on_2025_all\images\frame_00073_jpg.rf.c5b4fb51469502f736911f1cd7943147.jpg,train
datasets\train_on_2025_all\images\frame_00074_jpg.rf.54dd770849b30051f1e0bb904c437e88.jpg,train
datasets\train_on_2025_all\images\frame_00075_jpg.rf.68a8b794aae2f373a1de3367d6578397.jpg,train
datasets\train_on_2025_all\images\frame_00076_jpg.rf.fd8678a9ae684e8234dcb6c0e937b2c5.jpg,train
datasets\train_on_2025_all\images\frame_00078_jpg.rf.504daa7cc396a94fa83625cb6fb21ff5.jpg,train
datasets\train_on_2025_all\images\frame_00078_jpg.rf.c039e7d4785136ca146de790c98ecef7.jpg,train
datasets\train_on_2025_all\images\frame_00079_jpg.rf.b172400bbe24d9234b12f6e2e4a91065.jpg,train
datasets\train_on_2025_all\images\frame_00080_jpg.rf.469aa433cf7ed4698986d8666b8dd077.jpg,train
datasets\train_on_2025_all\images\frame_00081_jpg.rf.63dd2053fa205ac5e4c4a8b6a69b769e.jpg,train
datasets\train_on_2025_all\images\frame_00082_jpg.rf.90cd22253090ef1fbd19d80574dc131a.jpg,train
datasets\train_on_2025_all\images\frame_00082_jpg.rf.ba4d50cea9833b778e6abe10382c0254.jpg,train
datasets\train_on_2025_all\images\frame_00084_jpg.rf.95cc8d7188711f21b4e304fd4f89d67d.jpg,train
datasets\train_on_2025_all\images\frame_00084_jpg.rf.b03fdbbeed3d555106412116f4ba62c5.jpg,train
datasets\train_on_2025_all\images\frame_00085_jpg.rf.0e9a1203946c87724bb6aac2fd156fdd.jpg,train
datasets\train_on_2025_all\images\frame_00085_jpg.rf.750f34d787974ff6c8c80b7f34b43cc0.jpg,train
datasets\train_on_2025_all\images\frame_00085_jpg.rf.c591bc1e27531cd22c8390ca336d7a76.jpg,train
datasets\train_on_2025_all\images\frame_00085_jpg.rf.ecce20b9f85124d9b51b20733f86ee05.jpg,train
datasets\train_on_2025_all\images\frame_00088_jpg.rf.91e8a70545c1721b815477917db02a4f.jpg,train
datasets\train_on_2025_all\images\frame_00089_jpg.rf.8a5da7b6a4b7a8c8807b5f50f1fab6c3.jpg,train
datasets\train_on_2025_all\images\frame_00090_jpg.rf.b38b94e1f8466f86b0794254433f0e63.jpg,train
datasets\train_on_2025_all\images\frame_00091_jpg.rf.974b6b31b7262170ed0c6352309f4189.jpg,train
datasets\train_on_2025_all\images\frame_00093_jpg.rf.7a49d46dc68fb93f5e9a3aaf771c702d.jpg,train
datasets\train_on_2025_all\images\frame_00095_jpg.rf.05b13dc43bc396f17c2980411c919ecb.jpg,train
datasets\train_on_2025_all\images\frame_00097_jpg.rf.ca748125b041e9cded5d3b32ca1ddb0b.jpg,train
datasets\train_on_2025_all\images\frame_00098_jpg.rf.612a3e44d02f79a8a0760687f96268bf.jpg,train
datasets\train_on_2025_all\images\frame_00098_jpg.rf.ddb4874e1fb31104eab5a006623ff744.jpg,train
datasets\train_on_2025_all\images\frame_00098_jpg.rf.e6cc1c730c742d9f46408d3a1b080450.jpg,train
datasets\train_on_2025_all\images\frame_00099_jpg.rf.60ce93cee441f877c9966a4603162389.jpg,train
datasets\train_on_2025_all\images\frame_00099_jpg.rf.db7b17a68edd2ede531c5e0abf92bb30.jpg,train
datasets\train_on_2025_all\images\frame_00100_jpg.rf.1235f4977071ecf2e9abcf3fc457467f.jpg,train
datasets\train_on_2025_all\images\frame_00100_jpg.rf.32ddcea70f54ee615ea0f5b9bf425dc8.jpg,train
datasets\train_on_2025_all\images\frame_00100_jpg.rf.38d043a8f9673a97289261a97aaf0021.jpg,train
datasets\train_on_2025_all\images\frame_00102_jpg.rf.6c1e095fcadb2f15dbae7991f90b8166.jpg,train
datasets\train_on_2025_all\images\frame_00102_jpg.rf.b5ffa78ef2dff523f8201b999381cf67.jpg,train
datasets\train_on_2025_all\images\frame_00104_jpg.rf.4919ab65f1c2dce49649acafbe36da47.jpg,train
datasets\train_on_2025_all\images\frame_00107_jpg.rf.555ded7dc21559533b122b3f55f3bd09.jpg,train
datasets\train_on_2025_all\images\frame_00107_jpg.rf.a17b5c916ad4231a427df4573fa8d445.jpg,train
datasets\train_on_2025_all\images\frame_00108_jpg.rf.295016a819fae9d9a701eab98651587e.jpg,train
datasets\train_on_2025_all\images\frame_00108_jpg.rf.636fa357314c676702ea76df28ba6d50.jpg,train
datasets\train_on_2025_all\images\frame_00109_jpg.rf.cc864daacc2935b237f8485c15226d8c.jpg,train
datasets\train_on_2025_all\images\frame_00110_jpg.rf.e16d30e2db9ee0997926eeea2c620d03.jpg,train
datasets\train_on_2025_all\images\frame_00112_jpg.rf.06dcb17cb5a78973490bad65d47f0c29.jpg,train
datasets\train_on_2025_all\images\frame_00112_jpg.rf.19407285bd86d4c2d4094014e17c8cc9.jpg,train
datasets\train_on_2025_all\images\frame_00112_jpg.rf.69c0bc212b9d42a4e7ebf98b492f38e4.jpg,train
datasets\train_on_2025_all\images\frame_00113_jpg.rf.0b67f53f8ce0619965a8ff6eff6bb093.jpg,train
datasets\train_on_2025_all\images\frame_00114_jpg.rf.06b7734188569a87ab2c3138e8f31237.jpg,train
datasets\train_on_2025_all\images\frame_00116_jpg.rf.73f5aea5412dd082e45ae63003202643.jpg,train
datasets\train_on_2025_all\images\frame_00116_jpg.rf.a98bec3a4f672c9b1f94cc8b5003d50c.jpg,train
datasets\train_on_2025_all\images\frame_00118_jpg.rf.32815c707da0f451d02da952b4f4f696.jpg,train
datasets\train_on_2025_all\images\frame_00120_jpg.rf.33c0adf687b0e5de5bd77583a132d8a4.jpg,train
datasets\train_on_2025_all\images\frame_00124_jpg.rf.a95bb1079e775cc8b0b156ca39e42617.jpg,train
datasets\train_on_2025_all\images\frame_00126_jpg.rf.360f98d2d40d6b79a6ab8fcb877b1da1.jpg,train
datasets\train_on_2025_all\images\frame_00131_jpg.rf.d93545b92fa504c2bca20d97200863ab.jpg,train
datasets\train_on_2025_all\images\frame_00132_jpg.rf.6d924de75d91056c375d820223c33213.jpg,train
datasets\train_on_2025_all\images\frame_00133_jpg.rf.680144c0658d4e46b038132227eec52b.jpg,train
datasets\train_on_2025_all\images\frame_00133_jpg.rf.b04bb132ce18417e3375c6d3e48da10a.jpg,train
datasets\train_on_2025_all\images\frame_00134_jpg.rf.2336d2377605ece3a4f9cdfa9c536f08.jpg,train
datasets\train_on_2025_all\images\frame_00134_jpg.rf.f5ccf45a61e406cdafbe1962d31eb861.jpg,train
datasets\train_on_2025_all\images\frame_00135_jpg.rf.6b3359d61c361281b7ac4356ab995a63.jpg,train
datasets\train_on_2025_all\images\frame_00135_jpg.rf.fa900804fa8e060326714f67eb3081b5.jpg,train
datasets\train_on_2025_all\images\frame_00137_jpg.rf.7ccf7986a473ebcac00a328eca25aae5.jpg,train
datasets\train_on_2025_all\images\frame_00138_jpg.rf.1a5d07dca51b5a2b3695c2904ad9f592.jpg,train
datasets\train_on_2025_all\images\frame_00143_jpg.rf.77146ed7c19c7b4c57221469eb47f4c8.jpg,train
datasets\train_on_2025_all\images\frame_00144_jpg.rf.f421a82b9daaff7125de2a7e81ac69e6.jpg,train
datasets\train_on_2025_all\images\frame_00145_jpg.rf.13fb51522c4f0fb364c11cd4519e9628.jpg,train
datasets\train_on_2025_all\images\frame_00148_jpg.rf.f07c1d6e969fbc2600579f50c395ce27.jpg,train
datasets\train_on_2025_all\images\frame_00151_jpg.rf.9960e8ba76a410d0c351f4b7699973d1.jpg,train
datasets\train_on_2025_all\images\frame_00156_jpg.rf.a5edf66ee9a2127f3be2684e3fb6b0b7.jpg,train
datasets\train_on_2025_all\images\frame_00159_jpg.rf.1cb72d9ad0a612092d3c7e9afea1d0b1.jpg,train
datasets\train_on_2025_all\images\frame_00159_jpg.rf.f72a8d0e9c2464caad6df4d07d426369.jpg,train
datasets\train_on_2025_all\images\frame_00162_jpg.rf.5e964c9adac6cc97e13f781883df5dd7.jpg,train
datasets\train_on_2025_all\images\frame_00163_jpg.rf.f29eecd8f615a2f72dad02b1a45cf101.jpg,train
datasets\train_on_2025_all\images\frame_00166_jpg.rf.f291f6d64d0bb3bcf01db5d2a944c575.jpg,train
datasets\train_on_2025_all\images\frame_00171_jpg.rf.8fbf046de504225c41d3b0e115020df0.jpg,train
datasets\train_on_2025_all\images\frame_00172_jpg.rf.554cd188d7a87696b8a1bfeea5aa7215.jpg,train
datasets\train_on_2025_all\images\frame_00173_jpg.rf.5de2ea4a74557b76612725897291b909.jpg,train
datasets\train_on_2025_all\images\frame_00178_jpg.rf.fe2afc73549f46796e8b584a9d95d48a.jpg,train
datasets\train_on_2025_all\images\frame_00183_jpg.rf.7f40ed458186ee2aa51920a2e44547b0.jpg,train
datasets\train_on_2025_all\images\frame_00186_jpg.rf.dbcf4c8cf050819f4ea286a19b787679.jpg,train
datasets\train_on_2025_all\images\frame_00192_jpg.rf.c75cff2dcaee40e24c42ec2067eff920.jpg,train
datasets\train_on_2025_all\images\frame_00196_jpg.rf.27928df31a68eaa9dbe21fef14c5544e.jpg,train
datasets\train_on_2025_all\images\frame_00200_jpg.rf.3306beb64c7f86100c5b2509b7ee5734.jpg,train
datasets\train_on_2025_all\images\frame_00204_jpg.rf.6e70f8ad724386117bdf0dc580e25215.jpg,train
datasets\train_on_2025_all\images\frame_00205_jpg.rf.a32bd44aa7be3efb016da06e785681c7.jpg,train
datasets\train_on_2025_all\images\frame_00206_jpg.rf.68e8b8de2b0f236759b7f3e64d7d764f.jpg,train
datasets\train_on_2025_all\images\frame_00211_jpg.rf.f35b7f4e47f0cabae32e5fe5ec190555.jpg,train
datasets\train_on_2025_all\images\frame_00215_jpg.rf.de55fc16e17e17d7ca9e58f246610cca.jpg,train
datasets\train_on_2025_all\images\frame_00226_jpg.rf.218d96c1f72b455434ee473bba1672c2.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0034_jpg.rf.ebb32df3d1a98c87b4f45c11c2ab3fbe.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0039_jpg.rf.2db375ea0ec389c5d644ea589d848ed5.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0040_jpg.rf.b53ac30df8e666b382ca82a0bb4b2b9f.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0043_jpg.rf.9b3a06a280ba259fb528212d40bae4b0.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0043_jpg.rf.f628fd96e0682e5aa8a8ac75a976b889.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0048_jpg.rf.b2d6d85b710b934adf2da8b2a5cd5ade.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0054_jpg.rf.44b342c758bfd84e4d3301ca6dfbe6cd.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0054_jpg.rf.917c3d57961a5d14b2d3dd1e958fd3c1.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0060_jpg.rf.592bcc0e63ab073de41107a498e0e716.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0063_jpg.rf.d01fe91db8b9f75290948cc7cc50c760.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0067_jpg.rf.0e9a64f4228a54a7382988bc3e1848bc.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0076_jpg.rf.afba36d9128f0a868f4cf61fb7677063.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0082_jpg.rf.d81ffef8b2b93fdb52c1aae78811edcf.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0083_jpg.rf.0c846dcfc99e20e365f3929017a59fe1.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0087_jpg.rf.648f557ddf59dbc0429f61985fac2cfb.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0096_jpg.rf.b69fd4eb507e90c3694734f07462a655.jpg,train
