image_path,split
datasets\train_on_2025_all\images\frame_00036_jpg.rf.415399e5e1dfc6c6dfaef042bc48d9e9.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.cd631779af27d05901ffa3119b5f71a2.jpg,train
datasets\train_on_2025_all\images\frame_00041_jpg.rf.bb3f64aa62fae9ab0a841e9f3421ca74.jpg,train
datasets\train_on_2025_all\images\frame_00045_jpg.rf.f81ca390a78e9ffb34c835c77e06ee7d.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.8c48d16a50420f9c686fe49bbfb48d75.jpg,train
datasets\train_on_2025_all\images\frame_00056_jpg.rf.9d67c805164c28564230889b72189ce0.jpg,train
datasets\train_on_2025_all\images\frame_00057_jpg.rf.cc1c2e027a91077df85893fbe8df9ff1.jpg,train
datasets\train_on_2025_all\images\frame_00064_jpg.rf.a159c0390ad9141dea9774b20c8dd680.jpg,train
datasets\train_on_2025_all\images\frame_00065_jpg.rf.99083a68d4c43a665065efe457626ac6.jpg,train
datasets\train_on_2025_all\images\frame_00067_jpg.rf.95f97b9cc1628596d78f780f0ac49896.jpg,train
datasets\train_on_2025_all\images\frame_00078_jpg.rf.a14a477a07cfdb173ec6ff3ff39d3426.jpg,train
datasets\train_on_2025_all\images\frame_00090_jpg.rf.f4ac0c83dc8e91c0e68d97029549cd0d.jpg,train
datasets\train_on_2025_all\images\frame_00095_jpg.rf.6715de46c6e4842046de99a1d999b9f2.jpg,train
datasets\train_on_2025_all\images\frame_00097_jpg.rf.876cea64d3fe6ba66a95ed1d3fd15f97.jpg,train
datasets\train_on_2025_all\images\frame_00100_jpg.rf.60af75aaecab8c9cc7f3cbbecd6909f8.jpg,train
datasets\train_on_2025_all\images\frame_00100_jpg.rf.efe6ba2efd42c2dbfc043d48dd74ba58.jpg,train
datasets\train_on_2025_all\images\frame_00109_jpg.rf.cc864daacc2935b237f8485c15226d8c.jpg,train
datasets\train_on_2025_all\images\frame_00112_jpg.rf.dd4245da7b63d58847f3e0b0e612d4fd.jpg,train
datasets\train_on_2025_all\images\frame_00115_jpg.rf.b2c4f1521f87f1a28e6602516cfc0366.jpg,train
datasets\train_on_2025_all\images\frame_00116_jpg.rf.a98bec3a4f672c9b1f94cc8b5003d50c.jpg,train
datasets\train_on_2025_all\images\frame_00117_jpg.rf.3ac0a78346d907b368b82e567cefcc41.jpg,train
datasets\train_on_2025_all\images\frame_00117_jpg.rf.b0c0d6a89c281ec2402d052329d19134.jpg,train
datasets\train_on_2025_all\images\frame_00130_jpg.rf.9ba54399d0aca61ca6b7b63f74b4e579.jpg,train
datasets\train_on_2025_all\images\frame_00138_jpg.rf.c64346564425b0dc6cc6a369598b97c3.jpg,train
datasets\train_on_2025_all\images\frame_00150_jpg.rf.9d88835f61eb0ea50e6fad9c2e4c714c.jpg,train
datasets\train_on_2025_all\images\frame_00152_jpg.rf.a6c8be899adbb723e4a3e294053be3e8.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0054_jpg.rf.44b342c758bfd84e4d3301ca6dfbe6cd.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0110_jpg.rf.8dc571bc5b27193d0b4aa09f8b6c96a9.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0115_jpg.rf.ace7d22ef4e2022b8d9960e510b6b6f4.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0137_jpg.rf.bcc0d3167caa3008c5ab41d497a755fd.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0196_jpg.rf.1bc91ddca75ecbe60f3502e22340a53d.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0200_jpg.rf.1510087345131349beb283e1722503cd.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0273_jpg.rf.4cf21211931fb61cb76b45282169ecf2.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0273_jpg.rf.ded6cce5d639e0ce764c33a90577586d.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0025_jpg.rf.ae0fbb4bbfc858fb4849fee0deecad5f.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0135_jpg.rf.6976130dc140283ac6cd1f6de7330461.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0141_jpg.rf.d9e04f06325b708f4e9db8c24be4df7b.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0158_jpg.rf.e82669177433c044c4ec364bb1ca64dd.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0180_jpg.rf.6e77f23480680a2befbf6bdb62d670bc.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0203_jpg.rf.c8dc3bc4e44c4aa691c9d82be9761b5e.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0215_jpg.rf.09fa113ca5ec8cc003b83014d06dd112.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0218_jpg.rf.e2c1825e2d1155c86b39f2cc19920365.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0264_jpg.rf.251d2291977ca2ba0b42ad7119c12634.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0319_jpg.rf.803a84abbf558f58979df026c91e4275.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0041_jpg.rf.3c1f7e5b4f131c2db3487f9ca330d699.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0019_jpg.rf.36c2484d8449fbb4cb3ab857776551fd.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0020_jpg.rf.79c8d2c2a582eeadaedef7dce09798bc.jpg,train
