epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,64.9305,1.61303,0.33698,0.02495,1.1083,1.39866,0.71984,0.81994,0.85378,0.44501,0.73316,0.82197,0.85976,0.82296,1.57727,0.25656,0.01024,1.10886,1.32489,0.001076,0.001076,0.001076
16,69.1646,1.68912,0.30375,0.04287,1.13732,1.4762,0.81599,0.8338,0.8919,0.50136,0.81369,0.83102,0.89011,0.85871,1.49002,0.23366,0.01085,1.04813,1.30756,0.00101,0.00101,0.00101
17,73.4351,1.60932,0.38884,0.02646,1.10331,1.39163,0.83311,0.84211,0.90298,0.49551,0.83311,0.84211,0.90542,0.86978,1.51767,0.22409,0.01057,1.01927,1.31976,0.000944,0.000944,0.000944
18,77.7144,1.62094,0.31886,0.03383,1.08391,1.434,0.81737,0.83064,0.89971,0.51914,0.82871,0.83657,0.90716,0.88266,1.44778,0.22912,0.01124,1.00114,1.29071,0.000878,0.000878,0.000878
19,81.9727,1.55619,0.30841,0.04138,1.0615,1.40505,0.83459,0.82463,0.90913,0.52983,0.84501,0.81554,0.91664,0.89633,1.42014,0.21293,0.01247,0.97821,1.28977,0.000812,0.000812,0.000812
20,86.3124,1.52532,0.35028,0.04396,1.04333,1.37284,0.85555,0.81994,0.91378,0.54625,0.86772,0.81769,0.91879,0.89848,1.44466,0.21374,0.01216,0.96827,1.27372,0.000746,0.000746,0.000746
21,108.943,1.54838,0.3731,0.03037,1.05317,1.35017,0.81499,0.81994,0.90221,0.55549,0.82526,0.82548,0.91113,0.8944,1.39651,0.20302,0.01107,0.95456,1.24796,0.00068,0.00068,0.00068
22,113.234,1.48714,0.32708,0.03059,1.0637,1.32356,0.81039,0.87258,0.91333,0.56962,0.81296,0.87535,0.9188,0.90293,1.3519,0.20081,0.01153,0.92897,1.2398,0.000614,0.000614,0.000614
23,117.465,1.47513,0.33374,0.0351,1.00766,1.32841,0.81389,0.87258,0.92138,0.54905,0.81389,0.87258,0.92387,0.90523,1.3809,0.19825,0.01118,0.93698,1.24862,0.000548,0.000548,0.000548
24,121.685,1.44085,0.28895,0.03566,0.99347,1.31465,0.8461,0.85283,0.92344,0.58693,0.86184,0.82942,0.92655,0.89963,1.31683,0.1974,0.00977,0.90343,1.22078,0.000482,0.000482,0.000482
25,125.974,1.37541,0.33931,0.02372,0.95666,1.2946,0.85311,0.86427,0.92644,0.60222,0.85431,0.86092,0.92915,0.90092,1.29244,0.19974,0.00902,0.89598,1.2099,0.000416,0.000416,0.000416
26,130.372,1.42366,0.29698,0.04007,1.03024,1.30954,0.8543,0.8771,0.93137,0.59771,0.85335,0.87045,0.93345,0.91611,1.30094,0.19272,0.00945,0.90589,1.21444,0.00035,0.00035,0.00035
27,134.673,1.39516,0.29823,0.03168,0.94724,1.27151,0.87767,0.88366,0.93891,0.60697,0.8777,0.88089,0.93721,0.92094,1.3014,0.19152,0.0088,0.89435,1.21289,0.000284,0.000284,0.000284
28,138.954,1.38106,0.31146,0.02713,0.97844,1.2847,0.87411,0.88479,0.93709,0.61347,0.87099,0.87898,0.93538,0.91547,1.28445,0.19166,0.00832,0.88661,1.21406,0.000218,0.000218,0.000218
29,143.229,1.41667,0.25815,0.03246,0.95439,1.34184,0.85334,0.88648,0.93314,0.61812,0.85744,0.88643,0.93546,0.91694,1.26283,0.18765,0.0086,0.87586,1.2094,0.000152,0.000152,0.000152
30,147.502,1.37746,0.32072,0.03955,0.941,1.27727,0.86199,0.88239,0.93784,0.61923,0.85914,0.87856,0.93644,0.92015,1.26065,0.18427,0.0088,0.87624,1.20748,8.6e-05,8.6e-05,8.6e-05
