image_path,selection_order,distance_at_selection
datasets/train_on_2025_all\val\images\frame_00075_jpg.rf.ab9ef0e7149a7db3d36a840215742429.jpg,31,0.44050429758189347
datasets/train_on_2025_all\images\GX010665_MP4-0134_jpg.rf.22645c83f16ad0fab3c00559ae4ce7a0.jpg,32,0.43938273760144314
datasets/train_on_2025_all\val\images\GX010665_MP4-0241_jpg.rf.244c945f5cf7ac04c9521da67e143662.jpg,33,0.4393405198210812
datasets/train_on_2025_all\images\GX010666_MP4-0283_jpg.rf.ab26b4198daea1f5ebc1ed411cfc8b65.jpg,34,0.43921733245830313
datasets/train_on_2025_all\images\frame_00020_jpg.rf.d16cd44a8b1e63f465829c720fd37489.jpg,35,0.4385134427012245
datasets/train_on_2025_all\images\frame_00060_jpg.rf.9b4fb6783022ba1eb6092e21fa446b94.jpg,36,0.4382985071932617
datasets/train_on_2025_all\images\frame_00010_jpg.rf.c62e1ed29eb686641fd6c490c38af66d.jpg,37,0.43590912910478224
datasets/train_on_2025_all\images\frame_00093_jpg.rf.9ae7647d2480453df9552d026bb6935a.jpg,38,0.4354667635976311
datasets/train_on_2025_all\images\GX010665_MP4-0023_jpg.rf.f67a6efbe1eefa463baaba82ed22f471.jpg,39,0.4311102288180896
datasets/train_on_2025_all\images\frame_00156_jpg.rf.2e741fa4e134d26744aed0024cf71ace.jpg,40,0.4310654179698373
datasets/train_on_2025_all\images\frame_00016_jpg.rf.b9ad6a710c349e2fca2f47b535a1b2f8.jpg,41,0.4300041080702355
datasets/train_on_2025_all\images\frame_00108_jpg.rf.75a6d29f4ca6297ddb6dc68469f61cf7.jpg,42,0.4287832613133079
datasets/train_on_2025_all\images\frame_00090_jpg.rf.2e9bd3cf5ffe63d39a534acebd42c7ec.jpg,43,0.4256050484135519
datasets/train_on_2025_all\images\frame_00032_jpg.rf.19fb1024274e2ba93b760d08448b20be.jpg,44,0.4237571296162662
datasets/train_on_2025_all\images\frame_00035_jpg.rf.69889312eec1fe90b15bef6edae0b542.jpg,45,0.4236598321242634
datasets/train_on_2025_all\val\images\frame_00078_jpg.rf.2533274afcc6ebb0be9ab8b55f738016.jpg,46,0.41790124731010286
datasets/train_on_2025_all\images\frame_00025_jpg.rf.69511ec6079e9bf6c3d7977f60879572.jpg,47,0.4176912954370277
datasets/train_on_2025_all\images\frame_00152_jpg.rf.49c9cfbcd16b7e26a5aefce5be305864.jpg,48,0.4157009778222697
datasets/train_on_2025_all\images\frame_00036_jpg.rf.f5cf6451990ded725a81ba555ce060d3.jpg,49,0.41256182936116287
datasets/train_on_2025_all\images\GX010664_MP4-0053_jpg.rf.13c305ab0b52c9b2e4c18d0a86098bb8.jpg,50,0.4112314359386106
datasets/train_on_2025_all\images\frame_00008_jpg.rf.188ffe17721d4d241178344db4711dd6.jpg,51,0.41105647296257836
datasets/train_on_2025_all\images\GX010667_MP4-0045_jpg.rf.73d391376024507fe3f6244012e65cc6.jpg,52,0.40929072987074416
datasets/train_on_2025_all\val\images\frame_00064_jpg.rf.5bb255b8f9c7d615a0cd1fcc69c0c90f.jpg,53,0.4091253554565602
datasets/train_on_2025_all\images\GX010664_MP4-0071_jpg.rf.0cdba322b70fbf5c849076d8a352855a.jpg,54,0.4082790646857189
datasets/train_on_2025_all\images\frame_00075_jpg.rf.1a4818da34cacee1cfa1fb3faabfebcd.jpg,55,0.40614429742519575
datasets/train_on_2025_all\images\frame_00093_jpg.rf.b5ac52c15d5ce6945c88cc4018240bcf.jpg,56,0.40576488979540587
datasets/train_on_2025_all\val\images\frame_00092_jpg.rf.e6af5053face84555e7bc2f278b1e0ed.jpg,57,0.4049353627660929
datasets/train_on_2025_all\images\frame_00160_jpg.rf.f588acbc22b644bdad6d68c70d28a3be.jpg,58,0.4030948379348839
datasets/train_on_2025_all\images\frame_00031_jpg.rf.c071584b88c644c9fff02bf8c517e50e.jpg,59,0.40028487588218153
datasets/train_on_2025_all\images\frame_00138_jpg.rf.df1dc8b2093db768918f09d7b2682aea.jpg,60,0.4000020822825254
datasets/train_on_2025_all\images\frame_00107_jpg.rf.af6529d2365de369b48f79ac8ac1f2df.jpg,61,0.3999810592792468
datasets/train_on_2025_all\images\frame_00049_jpg.rf.3dc70d4e7a0a10e67f193b78c0f2f27f.jpg,62,0.3984028643717168
datasets/train_on_2025_all\images\GX010666_MP4-0319_jpg.rf.9486b8bc949ad2634445610e6c943f65.jpg,63,0.3980132694068514
datasets/train_on_2025_all\images\frame_00176_jpg.rf.d168c951ef8524eff79ca36a31480391.jpg,64,0.39790783933303503
datasets/train_on_2025_all\images\frame_00022_jpg.rf.20b28e51bb708d6d59be2dde3de0b5d3.jpg,65,0.3977988942776229
datasets/train_on_2025_all\images\frame_00130_jpg.rf.45e80caefc366d32b849feae50a4b9ca.jpg,66,0.39682450172790057
datasets/train_on_2025_all\images\frame_00075_jpg.rf.fd35b395368da65490deb8833e478cdc.jpg,67,0.39583901148156747
datasets/train_on_2025_all\images\frame_00042_jpg.rf.5e774e171270363775edce465c0d0178.jpg,68,0.39561805489416524
datasets/train_on_2025_all\images\frame_00102_jpg.rf.b5ffa78ef2dff523f8201b999381cf67.jpg,69,0.394809301197794
datasets/train_on_2025_all\images\GX010665_MP4-0267_jpg.rf.89485987d12b7a0b530693b1620f16c4.jpg,70,0.3905591750198373
datasets/train_on_2025_all\images\GX010665_MP4-0022_jpg.rf.cf220d12d0bfe3a2cdffa30b9adff42b.jpg,71,0.3896903319210918
datasets/train_on_2025_all\images\frame_00044_jpg.rf.0806309ec042a542cf5927b5b894781d.jpg,72,0.3896473301149195
datasets/train_on_2025_all\val\images\frame_00088_jpg.rf.10bd431064e51baf4ca530d7be09cea3.jpg,73,0.3890239782729619
datasets/train_on_2025_all\images\frame_00095_jpg.rf.bba0cc34425cbd919b74e3322c8695d5.jpg,74,0.38851650315674563
datasets/train_on_2025_all\images\frame_00063_jpg.rf.4d8a9e0d577254ecd869044adbc435d8.jpg,75,0.38711438858495706
datasets/train_on_2025_all\images\GX010666_MP4-0045_jpg.rf.93e3835ebda75f6e407a8dbbce6139a4.jpg,76,0.38684153103805513
datasets/train_on_2025_all\images\frame_00083_jpg.rf.177135d23af9ed1b0dd194b4cebfea02.jpg,77,0.38673249735293064
datasets/train_on_2025_all\val\images\frame_00115_jpg.rf.b924b162ac6747db94ad9a609d63fe9f.jpg,78,0.386687061673836
datasets/train_on_2025_all\images\frame_00195_jpg.rf.c84273dcb87dc397b66627be5b488490.jpg,79,0.38610745826662396
datasets/train_on_2025_all\images\GX010666_MP4-0139_jpg.rf.096be98e60f57b5b24e59d5a12700dfd.jpg,80,0.3838574542362399
datasets/train_on_2025_all\val\images\GX010665_MP4-0092_jpg.rf.7b917ea177a70730c7363331b404819c.jpg,81,0.3826127027085758
datasets/train_on_2025_all\images\GX010666_MP4-0042_jpg.rf.47b0b83b054a4d885897ed996760c78c.jpg,82,0.38230106085588916
datasets/train_on_2025_all\val\images\frame_00121_jpg.rf.8a9e244fc34382b707f3c5c5eecf2876.jpg,83,0.38032827602080543
datasets/train_on_2025_all\images\GX010666_MP4-0309_jpg.rf.84646b315ebed512e500219ee6e561cd.jpg,84,0.3798891598127951
datasets/train_on_2025_all\images\frame_00029_jpg.rf.01d4917ca9fe101312efab0668e7a4e9.jpg,85,0.37977942124965425
datasets/train_on_2025_all\val\images\frame_00112_jpg.rf.c15a7c31771b10308570f6a149db3b4a.jpg,86,0.379618325994194
datasets/train_on_2025_all\images\GX010666_MP4-0087_jpg.rf.fde8318ddef6f1508df32ed68db23926.jpg,87,0.37933340380451974
datasets/train_on_2025_all\images\GX010666_MP4-0258_jpg.rf.c723f6b46b891d222ce3a64bc0514fa9.jpg,88,0.3791264786250826
datasets/train_on_2025_all\images\frame_00087_jpg.rf.13a12e48c3e654a3a2189530007a8d47.jpg,89,0.3789658835822396
datasets/train_on_2025_all\images\GX010665_MP4-0218_jpg.rf.ed042a0f0a6bf65f2bc8c0733add61b4.jpg,90,0.3772929316327793
datasets/train_on_2025_all\images\GX010666_MP4-0124_jpg.rf.0b236bafc24dbef9a26048c9eb207d65.jpg,91,0.3770575379192333
datasets/train_on_2025_all\images\frame_00038_jpg.rf.9b85f4e7fa2ffb3ae4ee0c83ccf10172.jpg,92,0.37680043902433213
datasets/train_on_2025_all\val\images\frame_00131_jpg.rf.f1e87553a95e6a41f499fe8e02700a7d.jpg,93,0.3755307004929573
datasets/train_on_2025_all\images\frame_00015_jpg.rf.0abf8e298d11a6e3bf029d71a9ba5b09.jpg,94,0.37526645806423264
datasets/train_on_2025_all\images\frame_00010_jpg.rf.82212d4a8709b29090aff803358b1f18.jpg,95,0.3750936119986199
datasets/train_on_2025_all\images\frame_00142_jpg.rf.610f8a54ba0571a0093de1cf30f65fc9.jpg,96,0.37380134389676395
datasets/train_on_2025_all\images\GX010667_MP4-0027_jpg.rf.1d926a44d344816703e93255afc1f746.jpg,97,0.37327353287724935
datasets/train_on_2025_all\images\GX010666_MP4-0182_jpg.rf.588dbf4cfd7db242b47f3d6ec0e111ab.jpg,98,0.37236350171507304
datasets/train_on_2025_all\images\frame_00014_jpg.rf.6ea7fb2cf517954763e38e90ff237d01.jpg,99,0.3717302533929393
datasets/train_on_2025_all\images\frame_00064_jpg.rf.18c9be872a3504e86cbbcacf814225c4.jpg,100,0.3714664105277318
datasets/train_on_2025_all\val\images\GX010666_MP4-0146_jpg.rf.c3a1096233e7935c7229add69126ae95.jpg,101,0.3709855820862422
datasets/train_on_2025_all\images\frame_00215_jpg.rf.de55fc16e17e17d7ca9e58f246610cca.jpg,102,0.37035546593509977
datasets/train_on_2025_all\images\frame_00162_jpg.rf.a0b8fc0b959c1be41342a34599accc46.jpg,103,0.37006851306018357
datasets/train_on_2025_all\images\frame_00052_jpg.rf.aa0266d30801faa2f6495168d599a15c.jpg,104,0.36962825609422134
datasets/train_on_2025_all\images\frame_00068_jpg.rf.7c29fa7ba7d3467035279559ef29e634.jpg,105,0.36958416948308226
datasets/train_on_2025_all\images\frame_00118_jpg.rf.8e1b85964168f947b0cc4204d663c21c.jpg,106,0.3685126245153843
datasets/train_on_2025_all\images\frame_00065_jpg.rf.1bcba97278e180cd62a88ef2a1d438fd.jpg,107,0.3683323106441565
datasets/train_on_2025_all\images\frame_00081_jpg.rf.11887f9ab5908308bb3c1817ecf94e3e.jpg,108,0.36749592850749846
datasets/train_on_2025_all\images\frame_00016_jpg.rf.0006f06b9938f0a50d749b7edc17ac5b.jpg,109,0.36681494788950847
datasets/train_on_2025_all\images\frame_00029_jpg.rf.5542ce159e6b93a4d785b34cc6873008.jpg,110,0.36552432268854723
datasets/train_on_2025_all\images\frame_00038_jpg.rf.0b82237344ce889f7f96dd083076cb8a.jpg,111,0.36463284106679045
datasets/train_on_2025_all\images\frame_00143_jpg.rf.a644fc6e18c8cb00ce65e810a751855b.jpg,112,0.3644584055781104
datasets/train_on_2025_all\images\frame_00110_jpg.rf.5b15f5ce8687a7256ac45c0292f16688.jpg,113,0.3643480164762047
datasets/train_on_2025_all\images\frame_00011_jpg.rf.dcabad4bbba54e756b013e97dd23c08e.jpg,114,0.36398694341253995
datasets/train_on_2025_all\images\frame_00137_jpg.rf.eb9b7bb2f8d7b87285335e31910d68fb.jpg,115,0.3638582397811241
datasets/train_on_2025_all\images\GX010664_MP4-0062_jpg.rf.c8e617920df78f9cba28e4d6fdf8c8c6.jpg,116,0.36299561942252423
datasets/train_on_2025_all\images\GX010666_MP4-0317_jpg.rf.12510ee19fa93a8679df3a3d793fd13d.jpg,117,0.36183350993429564
datasets/train_on_2025_all\images\GX010666_MP4-0062_jpg.rf.390ecd914d57a1dc6adf9647627dd189.jpg,118,0.36113133432800326
datasets/train_on_2025_all\images\GX010666_MP4-0165_jpg.rf.2283e575ea702b69d51b5d24bb64f5ba.jpg,119,0.3607973532572132
datasets/train_on_2025_all\val\images\frame_00041_jpg.rf.c50393c73c5d79de220ee44337c72edd.jpg,120,0.36050302988635363
datasets/train_on_2025_all\images\frame_00023_jpg.rf.41ff1bc2341bd137102db1018d38aef9.jpg,121,0.36022742055965984
datasets/train_on_2025_all\images\frame_00025_jpg.rf.0630eb74c7796151d5eaa04852a8116d.jpg,122,0.36010405327179396
datasets/train_on_2025_all\images\frame_00079_jpg.rf.443812f2743be40c22174526960aba3d.jpg,123,0.35983121845395527
datasets/train_on_2025_all\images\frame_00034_jpg.rf.423f44f0a7f9a269664ac8db1eb75535.jpg,124,0.3593020841810997
datasets/train_on_2025_all\images\frame_00111_jpg.rf.cc1aec1f361f0e64c5690bb78b222bcf.jpg,125,0.35901801833590635
datasets/train_on_2025_all\images\frame_00058_jpg.rf.a90a6c2c0eea84ad6c0df395ed10721e.jpg,126,0.35851549610084077
datasets/train_on_2025_all\val\images\GX010664_MP4-0078_jpg.rf.d52997ac14b6f99a294c925411fa7f87.jpg,127,0.35840255835424034
datasets/train_on_2025_all\images\frame_00166_jpg.rf.10e1ce903a10ff6b9cc62522c2a1064f.jpg,128,0.3583623453003375
datasets/train_on_2025_all\images\frame_00069_jpg.rf.6e6a3210ae6fc4824c5c88d82ac4383b.jpg,129,0.3576890516817354
datasets/train_on_2025_all\val\images\frame_00017_jpg.rf.0f4891f6d26b8ee34867380c79557e2b.jpg,130,0.3570976617271933
datasets/train_on_2025_all\val\images\GX010665_MP4-0266_jpg.rf.30531deb56d9820db76446a5ca7f2348.jpg,131,0.35658107952074863
datasets/train_on_2025_all\images\frame_00047_jpg.rf.e162bc8fbc7dd03837be97d84b105b5a.jpg,132,0.35608642420696485
datasets/train_on_2025_all\images\GX010666_MP4-0021_jpg.rf.fb5bed7f27a463a4ee338c7cd1a8937d.jpg,133,0.3556389879562879
datasets/train_on_2025_all\images\frame_00066_jpg.rf.614efc16a5637063a474e0c46fdafe6e.jpg,134,0.3555145044030278
datasets/train_on_2025_all\images\frame_00129_jpg.rf.bf4a18c686bb69c1caa498bc9e4cb8e1.jpg,135,0.3553673837672119
datasets/train_on_2025_all\val\images\frame_00231_jpg.rf.77bc6dc4a4d81196be9b0a47348a3c33.jpg,136,0.3546838555577526
datasets/train_on_2025_all\images\frame_00054_jpg.rf.f42679ee50b530d37c29aea222eb2f17.jpg,137,0.35419948968275816
datasets/train_on_2025_all\val\images\frame_00049_jpg.rf.e69c1947316ab7c5617b9f5ee197a630.jpg,138,0.3540757514352909
datasets/train_on_2025_all\images\frame_00108_jpg.rf.80c727a9f296bc0dfa8a2a786434d315.jpg,139,0.35379306831232027
datasets/train_on_2025_all\val\images\frame_00126_jpg.rf.59a0317fcd7339560884d25745db7349.jpg,140,0.3534565645173587
datasets/train_on_2025_all\val\images\frame_00115_jpg.rf.9040928b303879825f28282e64ac9442.jpg,141,0.3529444972376119
datasets/train_on_2025_all\val\images\frame_00081_jpg.rf.14c8ff8217bf57ee3cd5cc587f9ed6db.jpg,142,0.352765974839128
datasets/train_on_2025_all\images\frame_00101_jpg.rf.456db364053d589b5146839f799eee5d.jpg,143,0.35245837923931955
datasets/train_on_2025_all\images\frame_00022_jpg.rf.493671c38f04d4834eb744ae6618632e.jpg,144,0.35195512162874626
datasets/train_on_2025_all\images\frame_00013_jpg.rf.f414092ae4a557ccedf5dae2401a0476.jpg,145,0.3518037282667569
datasets/train_on_2025_all\images\frame_00062_jpg.rf.edb5b169662cbdf04068e27e9392f83a.jpg,146,0.35161316350906685
datasets/train_on_2025_all\val\images\GX010666_MP4-0226_jpg.rf.a25b817a88b60d64dd234311037c60e7.jpg,147,0.3514420625164783
datasets/train_on_2025_all\val\images\frame_00072_jpg.rf.6dc3d1d7f0e02edf7082ca2c995c40bc.jpg,148,0.3506817699721086
datasets/train_on_2025_all\images\frame_00097_jpg.rf.23026e3481b08a9bf2cdb18f2d54b3ae.jpg,149,0.3502621113040466
datasets/train_on_2025_all\images\frame_00067_jpg.rf.628c0b6dd5c04f5e207bb0416fa3ac01.jpg,150,0.3501782391017084
datasets/train_on_2025_all\images\frame_00044_jpg.rf.b1c6166ae3c5d4752a392e9c02366f25.jpg,151,0.34950728877121334
datasets/train_on_2025_all\images\frame_00051_jpg.rf.19bea96ec9f9b6316709704444db0f0f.jpg,152,0.34950728877121334
datasets/train_on_2025_all\images\frame_00088_jpg.rf.ebecc63fddba84b66d9fb72b958e09e4.jpg,153,0.34935708466786064
datasets/train_on_2025_all\images\frame_00075_jpg.rf.a62d166cf4e2df0444f73c8a8a6c32c0.jpg,154,0.3492682544681409
datasets/train_on_2025_all\val\images\frame_00033_jpg.rf.2c6188cc5738ae3b630475fc7d2e6a86.jpg,155,0.34876525243649464
datasets/train_on_2025_all\val\images\GX010666_MP4-0246_jpg.rf.5f244233e392480ab71194ad5a73cd37.jpg,156,0.3487441952040615
datasets/train_on_2025_all\images\frame_00015_jpg.rf.a38684bd0696640d5259274d2b740fb6.jpg,157,0.3481139176170624
datasets/train_on_2025_all\val\images\frame_00095_jpg.rf.6e6bb9618d6b2930ee5177c353f2da9d.jpg,158,0.3479620939257856
datasets/train_on_2025_all\images\frame_00092_jpg.rf.5a2ce7fd47018b934894efac416a8425.jpg,159,0.34795089745119473
datasets/train_on_2025_all\images\frame_00116_jpg.rf.f5e0a44df96dd8e32a3785a7c75c78fe.jpg,160,0.3475705185154826
datasets/train_on_2025_all\images\frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,161,0.34738250614576965
datasets/train_on_2025_all\images\frame_00016_jpg.rf.d34909c5df4e3b53c5709a9edff0138d.jpg,162,0.3469477350923686
datasets/train_on_2025_all\images\GX010665_MP4-0247_jpg.rf.3a3b932b5f4547b5d41018f8c8fb028b.jpg,163,0.3469076434263654
datasets/train_on_2025_all\val\images\GX010666_MP4-0108_jpg.rf.364b0c5a4bc22fbe9c9013a109925b37.jpg,164,0.3466866097433275
datasets/train_on_2025_all\val\images\GX010664_MP4-0101_jpg.rf.b392e33b090c412a1bd3d16fc896ff07.jpg,165,0.34665958863854707
datasets/train_on_2025_all\images\frame_00023_jpg.rf.5e20a01802ee77676401fc00ddb98f25.jpg,166,0.34630028501978566
datasets/train_on_2025_all\val\images\frame_00134_jpg.rf.243ac01151e3061ea4ba5f8804f7db28.jpg,167,0.3460215274382758
datasets/train_on_2025_all\images\frame_00094_jpg.rf.8debf0d6c0ccea18413edfc566bd0438.jpg,168,0.3453440340308546
datasets/train_on_2025_all\images\frame_00122_jpg.rf.4f8129ff20a42b04f93005171606ced5.jpg,169,0.3448883887517977
datasets/train_on_2025_all\images\frame_00218_jpg.rf.03c9bc09df7d6dabb8405d1bba24f43a.jpg,170,0.3444848985585406
datasets/train_on_2025_all\images\frame_00142_jpg.rf.e0658a143f51a703580a215dbadb5860.jpg,171,0.3443371091891004
datasets/train_on_2025_all\images\frame_00171_jpg.rf.8fbf046de504225c41d3b0e115020df0.jpg,172,0.34386633213063394
datasets/train_on_2025_all\images\frame_00030_jpg.rf.b8d808c0921d058f8023f0decd435751.jpg,173,0.3438526976085952
datasets/train_on_2025_all\images\GX010666_MP4-0338_jpg.rf.3799b261db8a0e481ab985c6b41772e3.jpg,174,0.3433358604389795
datasets/train_on_2025_all\images\frame_00200_jpg.rf.acda13896b74c24b49b94e38fa24bf4d.jpg,175,0.342873588912897
datasets/train_on_2025_all\images\GX010666_MP4-0188_jpg.rf.1c27bd10244da70c4aeda03c725c1573.jpg,176,0.34283193400590206
datasets/train_on_2025_all\images\frame_00025_jpg.rf.3e6b53ba9b091caffd74a4d4cb245b00.jpg,177,0.3419046885305936
datasets/train_on_2025_all\images\frame_00108_jpg.rf.1d8904494a39ab8da2036eaa669c3334.jpg,178,0.3418014264458721
datasets/train_on_2025_all\images\frame_00212_jpg.rf.1d1b2f52634e7452db6072bc283bc5cb.jpg,179,0.34167035059336626
datasets/train_on_2025_all\images\frame_00057_jpg.rf.c80a416d645276b7004cd010ed19e3da.jpg,180,0.34058703998797785
datasets/train_on_2025_all\images\frame_00090_jpg.rf.7bb1bdf5d4103856e5f721236f29d813.jpg,181,0.3402348917425388
datasets/train_on_2025_all\val\images\GX010666_MP4-0229_jpg.rf.b7eb7cb0b290b8f4148606cdcdefd544.jpg,182,0.3399335274987211
datasets/train_on_2025_all\images\GX010666_MP4-0191_jpg.rf.fee9b3e22106fe504a576fbc8195d3f3.jpg,183,0.33993063556501457
datasets/train_on_2025_all\val\images\GX010666_MP4-0025_jpg.rf.ad479c01afb6d4374a9c9120e587980f.jpg,184,0.3393219133336916
datasets/train_on_2025_all\images\GX010668_MP4-0008_jpg.rf.bfe335ef5e8e8ab498cacce29a552436.jpg,185,0.339243371503322
datasets/train_on_2025_all\images\GX010666_MP4-0010_jpg.rf.2a7f11fccb666a70c086e1b061e18b32.jpg,186,0.3390434157650018
datasets/train_on_2025_all\images\GX010667_MP4-0009_jpg.rf.a109c582e200606986f6d9d7ed8353c1.jpg,187,0.33901908936485087
datasets/train_on_2025_all\images\GX010668_MP4-0030_jpg.rf.bad1db2406b6ef7e205b3d6756da432d.jpg,188,0.3385042178975601
datasets/train_on_2025_all\images\frame_00082_jpg.rf.6ecb07a4b683cbca8b782c348f0279d1.jpg,189,0.3382610037025066
datasets/train_on_2025_all\images\frame_00043_jpg.rf.bfcef015bff0a73ab5c80ef3b9df823f.jpg,190,0.33728251967457346
datasets/train_on_2025_all\images\frame_00079_jpg.rf.d5d28d8a5eca384dc1dc208ad39df2c1.jpg,191,0.337215444170606
datasets/train_on_2025_all\images\frame_00025_jpg.rf.8937ca4aaef9d162c5c1903c832a4f3d.jpg,192,0.3371792530123216
datasets/train_on_2025_all\images\frame_00106_jpg.rf.3c52962705f3a6e6796849d4f945be59.jpg,193,0.33670574059581526
datasets/train_on_2025_all\val\images\frame_00153_jpg.rf.a494915e949275b1ee75c93233e8c5b3.jpg,194,0.33655984282581813
datasets/train_on_2025_all\images\frame_00074_jpg.rf.880e91bcfd8e5e8531e244a564b0b03c.jpg,195,0.3364469297435726
datasets/train_on_2025_all\val\images\GX010665_MP4-0239_jpg.rf.34b15143adba3fa2a4ed93d169025d31.jpg,196,0.3364268656059336
datasets/train_on_2025_all\images\frame_00011_jpg.rf.3c1775a81cf8f88d22c075a4160c2e1e.jpg,197,0.33633139781429316
datasets/train_on_2025_all\val\images\frame_00151_jpg.rf.4fa3ab55fa088d05bb0b7ff1c5e01832.jpg,198,0.3362112741442126
datasets/train_on_2025_all\images\frame_00121_jpg.rf.37a248aa5c93945ce985d27bf59705d8.jpg,199,0.336097986497006
datasets/train_on_2025_all\images\frame_00206_jpg.rf.9850fcccd9ce72e6090b86736cc1c3e3.jpg,200,0.33604852656541856
datasets/train_on_2025_all\images\frame_00030_jpg.rf.61b1899f49b3fef74c26b165c45465d2.jpg,201,0.3349877176690705
datasets/train_on_2025_all\val\images\frame_00082_jpg.rf.5d9e33906fe0b5057e57cff10c44573d.jpg,202,0.3349807592416745
datasets/train_on_2025_all\images\frame_00163_jpg.rf.2cf82bc8c41434af60672810ede29a2c.jpg,203,0.3348162692973988
datasets/train_on_2025_all\images\frame_00039_jpg.rf.e0d8558e9129ede16ad89979cba1c607.jpg,204,0.33473906012143045
datasets/train_on_2025_all\images\frame_00086_jpg.rf.7ffe067a967065644a13b881cf777259.jpg,205,0.33473025068409024
datasets/train_on_2025_all\images\frame_00158_jpg.rf.5cf9eeda1e6e36207ef1a3d914031aef.jpg,206,0.3342513091661731
datasets/train_on_2025_all\images\frame_00100_jpg.rf.976539325b2224a2b7735c48903e3960.jpg,207,0.3339610624991084
datasets/train_on_2025_all\val\images\frame_00138_jpg.rf.264629fcdb2c71d636e717f4e765cdfc.jpg,208,0.3333034026815587
