image_path,split
datasets\train_on_2025_all\val\images\GX010666_MP4-0272_jpg.rf.74eeefbf52ebc445ee3c6d961811c765.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0289_jpg.rf.c17c74f00c207e02c51cb4da6f45de6a.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0296_jpg.rf.e7050c79f02d1db16b416ad3e37c32e8.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0298_jpg.rf.74220b730d27a8600ee515215f338a79.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0334_jpg.rf.b7776ac19199ff9624143af0629407ce.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0335_jpg.rf.6cc1cae6519a45454a439a2b5e3db98b.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0337_jpg.rf.35fd43e049dd6854c92995b6921b1ccc.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0339_jpg.rf.046507704d096d76dcf8cab009bbec2a.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0339_jpg.rf.3eb56619ce1ee7a9fb922c2ed38f9af5.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0017_jpg.rf.838403099898006b70c33663e0660e01.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0021_jpg.rf.94ee7ecc0e2163980c97907fabd43619.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0032_jpg.rf.5d3b71b6d3c8a243ebdec6d3b53e3638.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0042_jpg.rf.5f3f446986fd04aab6da301cd12141b5.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0020_jpg.rf.9f196f99a583ccdb57803aef353582cc.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0022_jpg.rf.8368f4392f3f94f0b5b8b85f0523f79b.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0030_jpg.rf.5f98f7652d313ce2a95eafa2a87484ea.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0033_jpg.rf.3de338abf109b12b335c94b15e626587.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0044_jpg.rf.62eff0ff53ea166dd6e268a427b40a9d.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0046_jpg.rf.b0d1b3e7fa8ae93f9dc5307911be5eb1.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0048_jpg.rf.4d83ad28048489ed983b46a179cf19a0.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0051_jpg.rf.f473773a9346d5ce61a027f98ffa3bfd.jpg,val
datasets\train_on_2025_all\images\frame_00003_jpg.rf.ba8e369f79cd8c8b862073f03aa2c390.jpg,train
datasets\train_on_2025_all\images\frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,train
datasets\train_on_2025_all\images\frame_00003_jpg.rf.f9cdf9b0e4ad95f5b26745a774f96412.jpg,train
datasets\train_on_2025_all\images\frame_00004_jpg.rf.218144c56928d193f449c445b97971ab.jpg,train
datasets\train_on_2025_all\images\frame_00004_jpg.rf.7f29194939f516713e2afbc2fbf16389.jpg,train
datasets\train_on_2025_all\images\frame_00005_jpg.rf.154e351508d5071df07c41f8f49cf0c7.jpg,train
datasets\train_on_2025_all\images\frame_00005_jpg.rf.1d695ea85c20d4cac0295ca54b231eff.jpg,train
datasets\train_on_2025_all\images\frame_00005_jpg.rf.543091a76c30c92669719d24e52a4f95.jpg,train
datasets\train_on_2025_all\images\frame_00005_jpg.rf.c42ac8118f9093bec750f88f7f25b84a.jpg,train
datasets\train_on_2025_all\images\frame_00006_jpg.rf.86bb6dbf680c436150405f0f17b61b05.jpg,train
datasets\train_on_2025_all\images\frame_00006_jpg.rf.f3a0aba8fbfb1a5d5c6cd9b555cf4d99.jpg,train
datasets\train_on_2025_all\images\frame_00007_jpg.rf.5b36de2e773734c85be4a2e3df7a314d.jpg,train
datasets\train_on_2025_all\images\frame_00007_jpg.rf.7575f4db9b9cfeac208a6e09c37ff2c3.jpg,train
datasets\train_on_2025_all\images\frame_00008_jpg.rf.ad138de2472f10d072daac70fb4d56ba.jpg,train
datasets\train_on_2025_all\images\frame_00009_jpg.rf.af500b7865630015723c330f6e8d729c.jpg,train
datasets\train_on_2025_all\images\frame_00009_jpg.rf.c8d320a217d012645cba27190c3be9d5.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.6874cef9bb075c881c26b3beaf2bb4c3.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.a0205bcd883d3f8e2f93888ad1c2cf3c.jpg,train
datasets\train_on_2025_all\images\frame_00011_jpg.rf.ce61f94599259c92f54fb182f780fbe2.jpg,train
datasets\train_on_2025_all\images\frame_00012_jpg.rf.0b46ba4251e1de99d336c252b35c60e3.jpg,train
datasets\train_on_2025_all\images\frame_00012_jpg.rf.0f81f75d47a2023ae72f9bfacffec0f1.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.23a48c47eeee0b7fa9b0bfebd5014129.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.3cfbf60c3b10c9fb572307cdefb596fe.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.7fd42a37e2e335130df78ddea7ce7837.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.9424091660d3d8faeac807af68bea7d1.jpg,train
datasets\train_on_2025_all\images\frame_00014_jpg.rf.0d150120491ddb479d7148119157af45.jpg,train
datasets\train_on_2025_all\images\frame_00014_jpg.rf.243884c77901410e44dfd1d0302003bc.jpg,train
datasets\train_on_2025_all\images\frame_00014_jpg.rf.741b625386bb48a28e6fdde9681c1592.jpg,train
datasets\train_on_2025_all\images\frame_00014_jpg.rf.ef6fd92adaef6abdd424e2a31ef307f5.jpg,train
datasets\train_on_2025_all\images\frame_00015_jpg.rf.6a773fa8d4718b2424325a1ef0685270.jpg,train
datasets\train_on_2025_all\images\frame_00015_jpg.rf.fa289b06dc941edd53d81c24834b273a.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.48cace9049b4cd9c1a5c40af1b489d53.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.5336e29a50b604c268497c652a73d85f.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.6dfb2d04cbb42db5c89f9d08f4aec709.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.b9ad6a710c349e2fca2f47b535a1b2f8.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.ee599fdcbb1e8f33e7230583b9c24776.jpg,train
datasets\train_on_2025_all\images\frame_00017_jpg.rf.28efa9110f3172cd77ae356b9fa49b9b.jpg,train
datasets\train_on_2025_all\images\frame_00017_jpg.rf.5e70a891dec4cf0ae0e286694c630b0c.jpg,train
datasets\train_on_2025_all\images\frame_00017_jpg.rf.a1ee837e62f6b24c1a7f7d4cb5dbf462.jpg,train
datasets\train_on_2025_all\images\frame_00018_jpg.rf.91f3dd57c0fd328f0cc84e09ec1f98e0.jpg,train
datasets\train_on_2025_all\images\frame_00018_jpg.rf.e16244cefb436c26dfc4ffa4d0d72d08.jpg,train
datasets\train_on_2025_all\images\frame_00018_jpg.rf.f0ba91aa037e6904c98b49b4b8319cc3.jpg,train
datasets\train_on_2025_all\images\frame_00019_jpg.rf.9b9f983fbfa57ad34ee97c78f81c8c8a.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.0bf67cc49262c4c00cfe5bb742150a26.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.57a81ca25f6d90da0e6b71379228331f.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.9034c00facbf2733856f3e170459db10.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.cd618e25dc4f5272b7f730cb35aa9153.jpg,train
datasets\train_on_2025_all\images\frame_00021_jpg.rf.2316509f3264f0f6f967c8f6427b96b0.jpg,train
datasets\train_on_2025_all\images\frame_00021_jpg.rf.2c45f07b0a60c986f2f1051070cb58e4.jpg,train
datasets\train_on_2025_all\images\frame_00024_jpg.rf.52d2c3122664af4a78296563cc100a2f.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.1a9444350a161ae93be8919d1c407bb8.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.3e6b53ba9b091caffd74a4d4cb245b00.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.55c13eb61f1fb77ca94bd7d550e6329a.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.5f99c6e991dd83ad1ad86f823bc8fcc6.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.8707b2fd09fedd194f9e5cfb5fc787cc.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.b8776ecf83367c4fcac1621f4ad3e720.jpg,train
datasets\train_on_2025_all\images\frame_00026_jpg.rf.1796cb6440b58ae59c92da3a2b545c6f.jpg,train
datasets\train_on_2025_all\images\frame_00026_jpg.rf.5c0010d3003ae3d118b045f83fe49b76.jpg,train
datasets\train_on_2025_all\images\frame_00026_jpg.rf.bf9e61a48a0ed36e68b4c59bef0ccdd2.jpg,train
datasets\train_on_2025_all\images\frame_00027_jpg.rf.aa6c76ec1f299d201da8d4f02bc2ffe2.jpg,train
datasets\train_on_2025_all\images\frame_00027_jpg.rf.e9a09a72f387cb1644ad86d61db5cdae.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.867a66856532e392d2982a736618bdbb.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.a9c8982d759de51215ab42a52bfd77ac.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.ca671a6b78e864c17c1444fdf695dfb2.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.dfac5e60b1f1df28338a101bafa92877.jpg,train
datasets\train_on_2025_all\images\frame_00029_jpg.rf.34fda7fa17f945bb8ef8e66541fea8b5.jpg,train
datasets\train_on_2025_all\images\frame_00029_jpg.rf.79550d162d34f00531ac3b928257776e.jpg,train
datasets\train_on_2025_all\images\frame_00029_jpg.rf.89013e8d6bdeca0fb11abb6e3368f38d.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.65d07c02730033362a6df23ca8123da6.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.b8d808c0921d058f8023f0decd435751.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.26a51fca9a69d1ca2567c63b8a6a6043.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.466c03bcb0801249f995fa206111f05a.jpg,train
datasets\train_on_2025_all\images\frame_00032_jpg.rf.29c24051896724452395dd2b7d8099dc.jpg,train
datasets\train_on_2025_all\images\frame_00033_jpg.rf.6039676c2cd6a2c704f912e8754e6bec.jpg,train
datasets\train_on_2025_all\images\frame_00033_jpg.rf.86bcef9d09dfa91103a8778566656878.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.22c94da555960d02bd734d8725ec1482.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.2fbbf69350e0652abde216d6126d1b2e.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.558ad84f38c715ff1fec4bb405b62bf6.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.7dc35098e9f95b73785c98fc95050457.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.f0c9ebdde28c6480709f048aeea72e82.jpg,train
datasets\train_on_2025_all\images\frame_00035_jpg.rf.198d3522797909b6184c1e08957a9762.jpg,train
datasets\train_on_2025_all\images\frame_00035_jpg.rf.bf87576025cab309ec4a73161ec88ea8.jpg,train
datasets\train_on_2025_all\images\frame_00036_jpg.rf.808ae7144eefaa17160895f4c23d8ea0.jpg,train
datasets\train_on_2025_all\images\frame_00037_jpg.rf.a984f285d5a95f79aecb04db41693455.jpg,train
datasets\train_on_2025_all\images\frame_00037_jpg.rf.cf9739f76479596d4cd5c60128c1c82b.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.089b70690c918d4a8831c2f12dd1aec7.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.5784603d372037a791bb83ef3c728af0.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.595e5d0f0f19eec1d6538f85aaefa906.jpg,train
datasets\train_on_2025_all\images\frame_00039_jpg.rf.6e7757c56320c594c77f96616a249ff6.jpg,train
datasets\train_on_2025_all\images\frame_00039_jpg.rf.975912d8dc07d7bfcb296cbc2bc4ff78.jpg,train
datasets\train_on_2025_all\images\frame_00040_jpg.rf.b2b95b1f65a38a9ddd877368e4224e62.jpg,train
datasets\train_on_2025_all\images\frame_00041_jpg.rf.431b566838b0e652eea2f841db657f0e.jpg,train
datasets\train_on_2025_all\images\frame_00041_jpg.rf.89cf6e1ac6bc54a6babe63867975c81f.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.076c1b26ab9a16db3886f1fefc9a6921.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.a4db0f37fd3d905f7d957779ad021e10.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.a8e678deadbad63780ce9f60d24e31b1.jpg,train
datasets\train_on_2025_all\images\frame_00043_jpg.rf.e89ad5f40376d8a2ae5476c5425759b7.jpg,train
datasets\train_on_2025_all\images\frame_00044_jpg.rf.b1c6166ae3c5d4752a392e9c02366f25.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.3467d840d9765872e992eb099475a871.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.8e97cf14197d246f726eac05bf1b8591.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.f970c8abd9ab5d5ce4fc2f4763c61ab1.jpg,train
datasets\train_on_2025_all\images\frame_00047_jpg.rf.19beaf312e62be29bf7d4c3cd171c961.jpg,train
