image_path,basename,carapace_px,total_px,bbox_area_px,orientation_deg,label_found
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_104_1680-jpg_gamma_jpg.rf.31c201aeca39e0e70e831cf86919a945.jpg,GX010065_104_1680-jpg_gamma_jpg.rf.31c201aeca39e0e70e831cf86919a945.jpg,701.0676341034853,513.0743498559423,4868.75,287.6962563402994,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_104_1680-jpg_gamma_jpg.rf.c37681c6ecf31461f1fa1a2be985ae59.jpg,GX010065_104_1680-jpg_gamma_jpg.rf.c37681c6ecf31461f1fa1a2be985ae59.jpg,701.0676341034853,513.0743498559423,4868.75,287.6962563402994,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_104_1680-jpg_gamma_jpg.rf.d421c11ba779d2bedd6ffe439aefdb80.jpg,GX010065_104_1680-jpg_gamma_jpg.rf.d421c11ba779d2bedd6ffe439aefdb80.jpg,701.0676341034853,513.0743498559423,4868.75,287.6962563402994,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_105_1695-jpg_gamma_jpg.rf.b0fb84611844867902d3a1b2973d1def.jpg,GX010065_105_1695-jpg_gamma_jpg.rf.b0fb84611844867902d3a1b2973d1def.jpg,963.8318525921043,778.0597531041961,6825.0,294.5591214420968,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_105_1695-jpg_gamma_jpg.rf.c1d00ad1eedbb461bc446e39ed9767ae.jpg,GX010065_105_1695-jpg_gamma_jpg.rf.c1d00ad1eedbb461bc446e39ed9767ae.jpg,963.8318525921043,778.0597531041961,6825.0,294.5591214420968,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_106_1735-jpg_gamma_jpg.rf.048cc3984948c7d5f3254150f9e27a42.jpg,GX010065_106_1735-jpg_gamma_jpg.rf.048cc3984948c7d5f3254150f9e27a42.jpg,681.6116933541624,491.9865092213965,3404.0,286.059974034775,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_106_1735-jpg_gamma_jpg.rf.8aaa601ef023ce743def0357a2ce4b19.jpg,GX010065_106_1735-jpg_gamma_jpg.rf.8aaa601ef023ce743def0357a2ce4b19.jpg,681.6116933541624,491.9865092213965,3404.0,286.059974034775,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_106_1735-jpg_gamma_jpg.rf.c5bb641dd87120953bb173507548164f.jpg,GX010065_106_1735-jpg_gamma_jpg.rf.c5bb641dd87120953bb173507548164f.jpg,681.6116933541624,491.9865092213965,3404.0,286.059974034775,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_10_288-jpg_gamma_jpg.rf.82078d18fe234b914d2efe68c2a69a51.jpg,GX010065_10_288-jpg_gamma_jpg.rf.82078d18fe234b914d2efe68c2a69a51.jpg,856.7919625893953,488.68357929662426,5655.0,273.2191075799162,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_10_288-jpg_gamma_jpg.rf.ad466ff61c81df37abc474d32d6085e0.jpg,GX010065_10_288-jpg_gamma_jpg.rf.ad466ff61c81df37abc474d32d6085e0.jpg,856.7919625893953,488.68357929662426,5655.0,273.2191075799162,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_111_1801-jpg_gamma_jpg.rf.74484f4cccb992d4cd5c3f42a4abafc7.jpg,GX010065_111_1801-jpg_gamma_jpg.rf.74484f4cccb992d4cd5c3f42a4abafc7.jpg,1246.195679708645,649.8952897540972,6696.0,222.87509146051508,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_111_1801-jpg_gamma_jpg.rf.a3c09eaeaeba5b0db290366006e81bfd.jpg,GX010065_111_1801-jpg_gamma_jpg.rf.a3c09eaeaeba5b0db290366006e81bfd.jpg,1246.195679708645,649.8952897540972,6696.0,222.87509146051508,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_111_1801-jpg_gamma_jpg.rf.c3fb8be8aac24044c73f6042f5a5337a.jpg,GX010065_111_1801-jpg_gamma_jpg.rf.c3fb8be8aac24044c73f6042f5a5337a.jpg,1246.195679708645,649.8952897540972,6696.0,222.87509146051508,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_112_1806-jpg_gamma_jpg.rf.47e50160b3f2dbd540948edcf39f5258.jpg,GX010065_112_1806-jpg_gamma_jpg.rf.47e50160b3f2dbd540948edcf39f5258.jpg,1269.4891638582164,664.9106422893541,6405.0,222.3294388867761,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_112_1806-jpg_gamma_jpg.rf.713217dbcc0c0f4fc680b79ba44e871d.jpg,GX010065_112_1806-jpg_gamma_jpg.rf.713217dbcc0c0f4fc680b79ba44e871d.jpg,1269.4891638582164,664.9106422893541,6405.0,222.3294388867761,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_113_1811-jpg_gamma_jpg.rf.173530a83acaf21c4a75d4894b75ae55.jpg,GX010065_113_1811-jpg_gamma_jpg.rf.173530a83acaf21c4a75d4894b75ae55.jpg,964.1376787218111,494.12066398110255,5492.5,256.8010604375899,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_113_1811-jpg_gamma_jpg.rf.f546b3fa4578e1573f935117a2087fc0.jpg,GX010065_113_1811-jpg_gamma_jpg.rf.f546b3fa4578e1573f935117a2087fc0.jpg,964.1376787218111,494.12066398110255,5492.5,256.8010604375899,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_114_1817-jpg_gamma_jpg.rf.1bbe6fe257a71016f499bd1c005098a7.jpg,GX010065_114_1817-jpg_gamma_jpg.rf.1bbe6fe257a71016f499bd1c005098a7.jpg,1004.9377841944303,510.80975204970264,6151.249999999999,256.1325361256114,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_114_1817-jpg_gamma_jpg.rf.e5b137bfc21f72fdc82840a013de6bb7.jpg,GX010065_114_1817-jpg_gamma_jpg.rf.e5b137bfc21f72fdc82840a013de6bb7.jpg,1004.9377841944303,510.80975204970264,6151.249999999999,256.1325361256114,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_115_1826-jpg_gamma_jpg.rf.5d1990361ebd940b8c664254946cce59.jpg,GX010065_115_1826-jpg_gamma_jpg.rf.5d1990361ebd940b8c664254946cce59.jpg,1047.7593797467491,536.9974362888207,6446.25,255.93021370864574,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_115_1826-jpg_gamma_jpg.rf.7ee7e73d4a424f507961e877018c09e7.jpg,GX010065_115_1826-jpg_gamma_jpg.rf.7ee7e73d4a424f507961e877018c09e7.jpg,1047.7593797467491,536.9974362888207,6446.25,255.93021370864574,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_115_1826-jpg_gamma_jpg.rf.b3569ee8eccd8ff8fcf38df646af401d.jpg,GX010065_115_1826-jpg_gamma_jpg.rf.b3569ee8eccd8ff8fcf38df646af401d.jpg,1047.7593797467491,536.9974362888207,6446.25,255.93021370864574,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_116_1837-jpg_gamma_jpg.rf.7fafb9db01f8ad3e3db5bf0c494de5d2.jpg,GX010065_116_1837-jpg_gamma_jpg.rf.7fafb9db01f8ad3e3db5bf0c494de5d2.jpg,855.5304541458713,432.68029069180574,3719.25,259.02771058115655,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_116_1837-jpg_gamma_jpg.rf.b36534459718d6cdf19cd20bb16d542e.jpg,GX010065_116_1837-jpg_gamma_jpg.rf.b36534459718d6cdf19cd20bb16d542e.jpg,855.5304541458713,432.68029069180574,3719.25,259.02771058115655,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_116_1837-jpg_gamma_jpg.rf.dcb3ef087d81c7120b9a57ff617abe75.jpg,GX010065_116_1837-jpg_gamma_jpg.rf.dcb3ef087d81c7120b9a57ff617abe75.jpg,855.5304541458713,432.68029069180574,3719.25,259.02771058115655,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_117_1857-jpg_gamma_jpg.rf.2eb7ad6ed9961e2fade42e6303e12264.jpg,GX010065_117_1857-jpg_gamma_jpg.rf.2eb7ad6ed9961e2fade42e6303e12264.jpg,905.171530931397,481.37712084137115,6705.0,266.37758887044913,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_117_1857-jpg_gamma_jpg.rf.55fa4d2ae36f49ef0f127f8f0e625013.jpg,GX010065_117_1857-jpg_gamma_jpg.rf.55fa4d2ae36f49ef0f127f8f0e625013.jpg,905.171530931397,481.37712084137115,6705.0,266.37758887044913,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_117_1857-jpg_gamma_jpg.rf.8b51a93784043592b71e4e40da165ebb.jpg,GX010065_117_1857-jpg_gamma_jpg.rf.8b51a93784043592b71e4e40da165ebb.jpg,905.171530931397,481.37712084137115,6705.0,266.37758887044913,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_118_1870-jpg_gamma_jpg.rf.57051f082d53dc8e33e5801f1c17de27.jpg,GX010065_118_1870-jpg_gamma_jpg.rf.57051f082d53dc8e33e5801f1c17de27.jpg,973.4813130394837,473.31788650757426,4418.75,251.7877447334582,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_119_1879-jpg_gamma_jpg.rf.58831db3b286a7300928bc0f22e6cf04.jpg,GX010065_119_1879-jpg_gamma_jpg.rf.58831db3b286a7300928bc0f22e6cf04.jpg,1035.042854777851,493.15899356992935,4301.249999999999,235.8692041235357,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_11_310-jpg_gamma_jpg.rf.012d1ba36d0a5df41e8b97e91a273714.jpg,GX010065_11_310-jpg_gamma_jpg.rf.012d1ba36d0a5df41e8b97e91a273714.jpg,799.2274366778398,479.76170048870273,4645.5,276.830338721435,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_11_310-jpg_gamma_jpg.rf.74408bd3a3da04e0327ffcb280689af3.jpg,GX010065_11_310-jpg_gamma_jpg.rf.74408bd3a3da04e0327ffcb280689af3.jpg,799.2274366778398,479.76170048870273,4645.5,276.830338721435,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_11_310-jpg_gamma_jpg.rf.77036920bb7a0f7bf7e37799e5f527ea.jpg,GX010065_11_310-jpg_gamma_jpg.rf.77036920bb7a0f7bf7e37799e5f527ea.jpg,799.2274366778398,479.76170048870273,4645.5,276.830338721435,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_126_1969-jpg_gamma_jpg.rf.17c35ebef21cbf2eafe3afcb6c28ad5a.jpg,GX010065_126_1969-jpg_gamma_jpg.rf.17c35ebef21cbf2eafe3afcb6c28ad5a.jpg,1261.7765444520135,611.7141226394679,4630.5,235.66315162684526,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_126_1969-jpg_gamma_jpg.rf.4def8cace0a3e6d1f8c6a500c4f950a3.jpg,GX010065_126_1969-jpg_gamma_jpg.rf.4def8cace0a3e6d1f8c6a500c4f950a3.jpg,1261.7765444520135,611.7141226394679,4630.5,235.66315162684526,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_126_1969-jpg_gamma_jpg.rf.8c770d69ec876550ae95958afbded400.jpg,GX010065_126_1969-jpg_gamma_jpg.rf.8c770d69ec876550ae95958afbded400.jpg,1261.7765444520135,611.7141226394679,4630.5,235.66315162684526,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_127_1988-jpg_gamma_jpg.rf.5445ef517dd32409d044bbf801633004.jpg,GX010065_127_1988-jpg_gamma_jpg.rf.5445ef517dd32409d044bbf801633004.jpg,1188.3638765909366,581.3576953030309,5796.75,247.86559965120466,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_127_1988-jpg_gamma_jpg.rf.b469af0e29f1292a88df4d9d628e66ff.jpg,GX010065_127_1988-jpg_gamma_jpg.rf.b469af0e29f1292a88df4d9d628e66ff.jpg,1188.3638765909366,581.3576953030309,5796.75,247.86559965120466,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_127_1988-jpg_gamma_jpg.rf.dcaf73edb3938b7d5b9c8facc2e73dfe.jpg,GX010065_127_1988-jpg_gamma_jpg.rf.dcaf73edb3938b7d5b9c8facc2e73dfe.jpg,1188.3638765909366,581.3576953030309,5796.75,247.86559965120466,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_12_324-jpg_gamma_jpg.rf.a6aecc1b26991226c5dd74a55eb80bc7.jpg,GX010065_12_324-jpg_gamma_jpg.rf.a6aecc1b26991226c5dd74a55eb80bc7.jpg,739.5082996604768,447.39206081446457,4572.0,276.4797044682291,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_12_324-jpg_gamma_jpg.rf.ceadfc1eabdbfaede8393ccafa30b520.jpg,GX010065_12_324-jpg_gamma_jpg.rf.ceadfc1eabdbfaede8393ccafa30b520.jpg,739.5082996604768,447.39206081446457,4572.0,276.4797044682291,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_13_336-jpg_gamma_jpg.rf.8a9d47ff221dba7bf0b1090d1e587095.jpg,GX010065_13_336-jpg_gamma_jpg.rf.8a9d47ff221dba7bf0b1090d1e587095.jpg,704.9181143129863,396.383498396724,5343.75,267.2283973922046,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_14_352-jpg_gamma_jpg.rf.40d50ed3c5017245575de5624d00490f.jpg,GX010065_14_352-jpg_gamma_jpg.rf.40d50ed3c5017245575de5624d00490f.jpg,843.2076388996263,493.6452750576754,4628.0,277.3177457403982,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_14_352-jpg_gamma_jpg.rf.adc671635d977671a113835c6fc4f2b6.jpg,GX010065_14_352-jpg_gamma_jpg.rf.adc671635d977671a113835c6fc4f2b6.jpg,843.2076388996263,493.6452750576754,4628.0,277.3177457403982,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_18_399-jpg_gamma_jpg.rf.02fe5df108ffa44ee16276551a0c296f.jpg,GX010065_18_399-jpg_gamma_jpg.rf.02fe5df108ffa44ee16276551a0c296f.jpg,1234.6302231318527,626.5135341370078,2849.5,218.30519081118848,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_18_399-jpg_gamma_jpg.rf.52e6933c1a486364c590a036c68ba348.jpg,GX010065_18_399-jpg_gamma_jpg.rf.52e6933c1a486364c590a036c68ba348.jpg,1234.6302231318527,626.5135341370078,2849.5,218.30519081118848,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_18_399-jpg_gamma_jpg.rf.b193cf334bf9293e3b15b498a1d69390.jpg,GX010065_18_399-jpg_gamma_jpg.rf.b193cf334bf9293e3b15b498a1d69390.jpg,1234.6302231318527,626.5135341370078,2849.5,218.30519081118848,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_21_452-jpg_gamma_jpg.rf.1b6a39c2dbb41118f189c43c6ec9615e.jpg,GX010065_21_452-jpg_gamma_jpg.rf.1b6a39c2dbb41118f189c43c6ec9615e.jpg,994.7795811100862,497.8275977658702,3381.0,239.4798394737162,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_22_482-jpg_gamma_jpg.rf.347c82f3deeb22d01f3d706277cf1488.jpg,GX010065_22_482-jpg_gamma_jpg.rf.347c82f3deeb22d01f3d706277cf1488.jpg,805.2371141446525,447.8614836626197,5103.5,262.8622638437998,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_22_482-jpg_gamma_jpg.rf.3c0417c9866ec401e48d8b81e309d06d.jpg,GX010065_22_482-jpg_gamma_jpg.rf.3c0417c9866ec401e48d8b81e309d06d.jpg,805.2371141446525,447.8614836626197,5103.5,262.8622638437998,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_22_482-jpg_gamma_jpg.rf.8f265a7b823e3f11cef4cc26e41ec0d0.jpg,GX010065_22_482-jpg_gamma_jpg.rf.8f265a7b823e3f11cef4cc26e41ec0d0.jpg,805.2371141446525,447.8614836626197,5103.5,262.8622638437998,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_37_608-jpg_gamma_jpg.rf.1b73087632675b1d64fb030cf0abe431.jpg,GX010065_37_608-jpg_gamma_jpg.rf.1b73087632675b1d64fb030cf0abe431.jpg,901.8173105500504,530.7991791481762,4995.0,279.0325745041828,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_37_608-jpg_gamma_jpg.rf.60a132593cec3762577efc798dce95d3.jpg,GX010065_37_608-jpg_gamma_jpg.rf.60a132593cec3762577efc798dce95d3.jpg,901.8173105500504,530.7991791481762,4995.0,279.0325745041828,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_37_608-jpg_gamma_jpg.rf.bcb29b10bdca3d1e72d38fd5b208d19e.jpg,GX010065_37_608-jpg_gamma_jpg.rf.bcb29b10bdca3d1e72d38fd5b208d19e.jpg,901.8173105500504,530.7991791481762,4995.0,279.0325745041828,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_38_618-jpg_gamma_jpg.rf.4b08d4e3623ef3055e9916bb184edb31.jpg,GX010065_38_618-jpg_gamma_jpg.rf.4b08d4e3623ef3055e9916bb184edb31.jpg,969.917059234954,534.8743057137001,5587.0,273.53706551555797,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_38_618-jpg_gamma_jpg.rf.870a3eae70cca762fab526f738c7d21a.jpg,GX010065_38_618-jpg_gamma_jpg.rf.870a3eae70cca762fab526f738c7d21a.jpg,969.917059234954,534.8743057137001,5587.0,273.53706551555797,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_38_618-jpg_gamma_jpg.rf.dcd8c50cca3b12f3d2f019ee0e4c82f3.jpg,GX010065_38_618-jpg_gamma_jpg.rf.dcd8c50cca3b12f3d2f019ee0e4c82f3.jpg,969.917059234954,534.8743057137001,5587.0,273.53706551555797,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_39_628-jpg_gamma_jpg.rf.3b1637e9c265f0a3814f7213b7e7bed2.jpg,GX010065_39_628-jpg_gamma_jpg.rf.3b1637e9c265f0a3814f7213b7e7bed2.jpg,1177.4436074268845,554.4481189802802,4263.999999999999,231.6904068778665,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_39_628-jpg_gamma_jpg.rf.6ba1661b07615ab73d57c80110bf49f0.jpg,GX010065_39_628-jpg_gamma_jpg.rf.6ba1661b07615ab73d57c80110bf49f0.jpg,1177.4436074268845,554.4481189802802,4263.999999999999,231.6904068778665,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_39_628-jpg_gamma_jpg.rf.98c9616c694aeb247d721e105cb31dd9.jpg,GX010065_39_628-jpg_gamma_jpg.rf.98c9616c694aeb247d721e105cb31dd9.jpg,1177.4436074268845,554.4481189802802,4263.999999999999,231.6904068778665,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_40_640-jpg_gamma_jpg.rf.1a2cf3bd24558d903bc79aad4fa806aa.jpg,GX010065_40_640-jpg_gamma_jpg.rf.1a2cf3bd24558d903bc79aad4fa806aa.jpg,1230.2722447810029,590.992448809262,3689.5,224.7654425927301,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_40_640-jpg_gamma_jpg.rf.4aec1cb8254a3dc3e413cff1c31ecbbf.jpg,GX010065_40_640-jpg_gamma_jpg.rf.4aec1cb8254a3dc3e413cff1c31ecbbf.jpg,1230.2722447810029,590.992448809262,3689.5,224.7654425927301,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_40_640-jpg_gamma_jpg.rf.6593af7899e7980cb9aa5b61108d8a2d.jpg,GX010065_40_640-jpg_gamma_jpg.rf.6593af7899e7980cb9aa5b61108d8a2d.jpg,1230.2722447810029,590.992448809262,3689.5,224.7654425927301,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_41_649-jpg_gamma_jpg.rf.7b1260625552a85a3b50948ec4d5ccbb.jpg,GX010065_41_649-jpg_gamma_jpg.rf.7b1260625552a85a3b50948ec4d5ccbb.jpg,1259.4928518459951,618.3964776778769,5676.0,220.07747850927885,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_41_649-jpg_gamma_jpg.rf.ee841cab07e3ff3a24dbd1190990948d.jpg,GX010065_41_649-jpg_gamma_jpg.rf.ee841cab07e3ff3a24dbd1190990948d.jpg,1259.4928518459951,618.3964776778769,5676.0,220.07747850927885,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_41_649-jpg_gamma_jpg.rf.fe8cfdf83171dfb6a4a85a13658cec96.jpg,GX010065_41_649-jpg_gamma_jpg.rf.fe8cfdf83171dfb6a4a85a13658cec96.jpg,1259.4928518459951,618.3964776778769,5676.0,220.07747850927885,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_43_671-jpg_gamma_jpg.rf.aaedea250351c4a7238015bbda6a854a.jpg,GX010065_43_671-jpg_gamma_jpg.rf.aaedea250351c4a7238015bbda6a854a.jpg,1184.647486020324,565.6445444350863,1888.0,245.18779290623044,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_43_671-jpg_gamma_jpg.rf.ba25f9f76ce841afebea3701ea8a97f3.jpg,GX010065_43_671-jpg_gamma_jpg.rf.ba25f9f76ce841afebea3701ea8a97f3.jpg,1184.647486020324,565.6445444350863,1888.0,245.18779290623044,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_all\images\GX010065_43_671-jpg_gamma_jpg.rf.d1d633c6b32d1fe7304153e99851b061.jpg,GX010065_43_671-jpg_gamma_jpg.rf.d1d633c6b32d1fe7304153e99851b061.jpg,1184.647486020324,565.6445444350863,1888.0,245.18779290623044,True
