image_path,split
datasets\train_on_2025_all\images\frame_00041_jpg.rf.34b9eff779b9cfca8fcde63b31e1c5d2.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.5b34fa0ad8b51849954f4e4951b243c8.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.a8e678deadbad63780ce9f60d24e31b1.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.fa6dec6aba0969bd2519b2555be0f8e5.jpg,train
datasets\train_on_2025_all\images\frame_00043_jpg.rf.ab79ff923ef5f37b290c89692d30e438.jpg,train
datasets\train_on_2025_all\images\frame_00043_jpg.rf.d2638a05fc8d526c556ceaaf25162937.jpg,train
datasets\train_on_2025_all\images\frame_00047_jpg.rf.cee1cf839abe08798db062184aa67055.jpg,train
datasets\train_on_2025_all\images\frame_00048_jpg.rf.bf4fd20ab62adc210fc7ac2ce0918b9c.jpg,train
datasets\train_on_2025_all\images\frame_00049_jpg.rf.9999d6782fc24d06814790c744f353f6.jpg,train
datasets\train_on_2025_all\images\frame_00052_jpg.rf.de6d9bc3a82476c22bbce64a3930a770.jpg,train
datasets\train_on_2025_all\images\frame_00053_jpg.rf.1ebf30dc2a250b10014e4eee8e2a45f1.jpg,train
datasets\train_on_2025_all\images\frame_00054_jpg.rf.969ed8beeffecebcd3b09f82f281cd68.jpg,train
datasets\train_on_2025_all\images\frame_00057_jpg.rf.a9ac5b5e8b144bfc1e2b8eda47380a3b.jpg,train
datasets\train_on_2025_all\images\frame_00058_jpg.rf.18bed995a54a4f5989cec940e5e2bbe9.jpg,train
datasets\train_on_2025_all\images\frame_00058_jpg.rf.a36be9d092f90c4048a374a5504b2448.jpg,train
datasets\train_on_2025_all\images\frame_00059_jpg.rf.331402a994e17271e3bd52aeb631d739.jpg,train
datasets\train_on_2025_all\images\frame_00062_jpg.rf.e0c98974971e8165f44c33adb3558fe0.jpg,train
datasets\train_on_2025_all\images\frame_00063_jpg.rf.394adbb257efd2d9e90e54aeebd6724b.jpg,train
datasets\train_on_2025_all\images\frame_00063_jpg.rf.f3d9fc129aa922a9ba5016f6c3a8dc98.jpg,train
datasets\train_on_2025_all\images\frame_00064_jpg.rf.acf7efe61166538d26cdbe6a3f505e67.jpg,train
datasets\train_on_2025_all\images\frame_00064_jpg.rf.b479cbdc7805e86b20ba19c85dc02c95.jpg,train
datasets\train_on_2025_all\images\frame_00066_jpg.rf.3d0078a00032a7a35a65062bf392afac.jpg,train
datasets\train_on_2025_all\images\frame_00069_jpg.rf.0a7d2fbc344024e4606e97753fe21264.jpg,train
datasets\train_on_2025_all\images\frame_00072_jpg.rf.7db4723d97381727e2fa72d061b02cd2.jpg,train
datasets\train_on_2025_all\images\frame_00072_jpg.rf.cd24d2954405038196b19ec0db172ffc.jpg,train
datasets\train_on_2025_all\images\frame_00075_jpg.rf.7a94bb12511c49e1feb94ef761442de7.jpg,train
datasets\train_on_2025_all\images\frame_00076_jpg.rf.9b7801d1355d5c7cf4eb90ed10bc8953.jpg,train
datasets\train_on_2025_all\images\frame_00079_jpg.rf.8ae3de75adbf2bdb21e38c77910f3c85.jpg,train
datasets\train_on_2025_all\images\frame_00082_jpg.rf.c218207094b459fa878d95555d0927cb.jpg,train
datasets\train_on_2025_all\images\frame_00089_jpg.rf.8a5da7b6a4b7a8c8807b5f50f1fab6c3.jpg,train
datasets\train_on_2025_all\images\frame_00092_jpg.rf.e6d1fed4322e6020e638f9f560df7cc4.jpg,train
datasets\train_on_2025_all\images\frame_00094_jpg.rf.23682a37c4862681c825fba8ba3b59bc.jpg,train
datasets\train_on_2025_all\images\frame_00096_jpg.rf.af0256ac1c6a390d00af0dd386039b15.jpg,train
datasets\train_on_2025_all\images\frame_00099_jpg.rf.75ed22a1a22b1792bf842fda7d4ba948.jpg,train
datasets\train_on_2025_all\images\frame_00101_jpg.rf.292b87270c5d205743edf9461d306a59.jpg,train
datasets\train_on_2025_all\images\frame_00102_jpg.rf.6c1e095fcadb2f15dbae7991f90b8166.jpg,train
datasets\train_on_2025_all\images\frame_00102_jpg.rf.78f088c602119c1e41d78095bf96c973.jpg,train
datasets\train_on_2025_all\images\frame_00105_jpg.rf.7d9d7761799cbb9637a611f62384e17f.jpg,train
datasets\train_on_2025_all\images\frame_00109_jpg.rf.2d3a8fcbff240b1cf92daddd115f5f98.jpg,train
datasets\train_on_2025_all\images\frame_00113_jpg.rf.0b67f53f8ce0619965a8ff6eff6bb093.jpg,train
datasets\train_on_2025_all\images\frame_00113_jpg.rf.74037c0447afe6169bab822371c6aa94.jpg,train
datasets\train_on_2025_all\images\frame_00114_jpg.rf.7808455ae1f37d9abe1e07e8a78fd4ba.jpg,train
datasets\train_on_2025_all\images\frame_00115_jpg.rf.05e7e5751b7f10c6e2916dcdd21ee11c.jpg,train
datasets\train_on_2025_all\images\frame_00115_jpg.rf.09c9e91658ee1d5b68a8417c40f4de19.jpg,train
datasets\train_on_2025_all\images\frame_00116_jpg.rf.a98bec3a4f672c9b1f94cc8b5003d50c.jpg,train
datasets\train_on_2025_all\images\frame_00117_jpg.rf.6b202153988bcb138f69eb463df643bc.jpg,train
datasets\train_on_2025_all\images\frame_00118_jpg.rf.a57aca8cad3c454b596b8c444318f576.jpg,train
datasets\train_on_2025_all\images\frame_00123_jpg.rf.8bad2c2726ee93d93ad23d450b4c2c65.jpg,train
datasets\train_on_2025_all\images\frame_00123_jpg.rf.e25f9193f9fd6feadbd7411c17cf17ec.jpg,train
datasets\train_on_2025_all\images\frame_00128_jpg.rf.e2d3703ea001b6f133ba292cc8b0e99d.jpg,train
datasets\train_on_2025_all\images\frame_00131_jpg.rf.aeb1943c2a558f4f72e54359817b73e4.jpg,train
datasets\train_on_2025_all\images\frame_00133_jpg.rf.eeda2725b39842a24a768c4fa33507be.jpg,train
datasets\train_on_2025_all\images\frame_00135_jpg.rf.fa900804fa8e060326714f67eb3081b5.jpg,train
datasets\train_on_2025_all\images\frame_00141_jpg.rf.3250e4682d6532d8ff8dcce474aed0f7.jpg,train
datasets\train_on_2025_all\images\frame_00145_jpg.rf.71cd1ba9740d339ed87f095ac5c44950.jpg,train
datasets\train_on_2025_all\images\frame_00162_jpg.rf.a0b8fc0b959c1be41342a34599accc46.jpg,train
datasets\train_on_2025_all\images\frame_00172_jpg.rf.5a317a4303fd346f3d0dd092749adacc.jpg,train
datasets\train_on_2025_all\images\frame_00174_jpg.rf.7c891ea14948b6be405313c80acba661.jpg,train
datasets\train_on_2025_all\images\frame_00176_jpg.rf.0150d23c6192c1a9aa4aea41ea276bf6.jpg,train
datasets\train_on_2025_all\images\frame_00183_jpg.rf.daa6e5a84ccbcad5d525a0d9eac0d492.jpg,train
datasets\train_on_2025_all\images\frame_00184_jpg.rf.8479f2880eabb2b28feed70c5dcb9233.jpg,train
datasets\train_on_2025_all\images\frame_00200_jpg.rf.acda13896b74c24b49b94e38fa24bf4d.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0060_jpg.rf.592bcc0e63ab073de41107a498e0e716.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0069_jpg.rf.e48f0c58f4c3e78b4f3434ed7a2884a6.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0082_jpg.rf.1394a9e90b332aeb578d219931fb0830.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0099_jpg.rf.1c9eadfbdf7290ec6e815c0799ed4788.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0026_jpg.rf.0ba0d6d8506d07b8bfebce33646036b7.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0028_jpg.rf.a5ca2ceee9a17361e7b3d08e0db3afe4.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0059_jpg.rf.652743b7c7226586b990fff2e5c35910.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0116_jpg.rf.6c71b4a60f6d6e167fc5c3569c75a3e2.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0134_jpg.rf.b13059bc41014669614fae18160fa79c.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0189_jpg.rf.63548aa9017076ec478a2ca1b1b322d7.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0195_jpg.rf.a235a811c1f250ad7ef6328b5c4943c3.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0216_jpg.rf.ff97c32aad6a49aeb3da458d7e0d0698.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0242_jpg.rf.099af0609506b84cfe8ceb0ce03e5fea.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0246_jpg.rf.4dfca76c8ef3869a9479f3df9a588ce0.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0005_jpg.rf.f632922abcd5f0ef2996ee23caa8f24a.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0016_jpg.rf.e0760cbbbedb6fead0abd236928de608.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0087_jpg.rf.fde8318ddef6f1508df32ed68db23926.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0097_jpg.rf.0c95b7ed59e77795519b8e31ff541a53.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0097_jpg.rf.7146863966a15f31abef1f6055438ffe.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0100_jpg.rf.502fdff33c1c263cd859045822530126.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0106_jpg.rf.73fa9eecd42d6582ecb64ad266e3c131.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0141_jpg.rf.d9e04f06325b708f4e9db8c24be4df7b.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0165_jpg.rf.f3ebcce7f4754858d77be8861d25714b.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0171_jpg.rf.1c7516576d284f20ea2b6c55c0196473.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0181_jpg.rf.96f4bae8dd9d4331a6f616ee8ee7078f.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0182_jpg.rf.8baf7fe782c37fbb5fb614c5cfd6d8e9.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0201_jpg.rf.442c7a0afb25aca8855f9b184df47990.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0205_jpg.rf.86012c77ebca7152e82b33d97dda3234.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0212_jpg.rf.60ed6a21b75a73f884561b0550d4b09e.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0221_jpg.rf.11c578fb0fe021fda84a94ff20209c07.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0235_jpg.rf.a1d9632b71e16a802e2fc8077bad9ef7.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0243_jpg.rf.f16abb25a1d389b7090c5d682eebc510.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0244_jpg.rf.45debb3fcaeb9ac36806a0a54e77ae0b.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0282_jpg.rf.6f6b4eabdf6c36c15d9f50db6559e724.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0300_jpg.rf.a62d07d669a06e36ef4cda2e26293e1b.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0300_jpg.rf.e03031aaf73217325382256572c1f6fc.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0312_jpg.rf.41a55ec393ce8c33e3ae958969a05685.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0012_jpg.rf.a219f495bc6f590cba43985b124d3d30.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0020_jpg.rf.4b0363ce25ffc700725019bf383e4024.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0033_jpg.rf.e837083c99c74841ff84af382f7f47bb.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0037_jpg.rf.f4e733b64f963b806dca020f5ff20ffe.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0041_jpg.rf.ac2c58d68872ce3e5bfc1f32a29f0533.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0044_jpg.rf.2232efe2174e7781f06f88975723f7d5.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0011_jpg.rf.5232a7649214c73841239d6d5dbb4c63.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0027_jpg.rf.96ab80e7cdfd27db21cc70924d7ebe22.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0039_jpg.rf.28e79bcb92b7ce8df51ff9d6d695a21c.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0048_jpg.rf.01e03de86c52add316aac39fd3d8c641.jpg,train
